(Per Quintal/Taka),,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
29,",,",White,"2,129","2,114","2,085","2,081","2,121","2,103","2,105","2,216","2,461","2,511","2,460","2,418",
,,,,,,,,,,,,,,,"2,234"
30,Ata :,Loose,"2,845","2,839","2,821","2,826","2,817","2,816","2,813","2,825","2,943","2,997","2,983","2,996",
,,,,,,,,,,,,,,,"2,877"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
31,",,",Packet,"2,921","3,063","3,091","3,085","3,017","2,981","2,955","2,999","3,117","3,161","3,150","3,134",
,,,,,,,,,,,,,,,"3,056"
32,Flour :,Loose,"3,628","3,696","3,733","3,735","3,769","3,757","3,767","3,808","3,860","3,933","3,964","3,983",
,,,,,,,,,,,,,,,"3,803"
33,",,",Packet,"1,610","1,679","1,687","1,681","1,663","1,588","1,614","1,670","1,717","1,777","1,812","1,812",
,,,,,,,,,,,,,,,"1,693"
34,Maize,,"7,109","7,061","7,139","7,216","7,334","7,175","7,056","6,695","7,049","6,752","6,426","6,143",
,,,,,,,,,,,,,,,"6,930"
35,Pulses :,Mash,"8,130","7,577","7,017","7,155","6,779","6,473","6,336","5,957","5,849","5,535","5,362","5,094",
,,,,,,,,,,,,,,,"6,439"
36,",,",Masur,"7,061","7,120","7,144","7,470","7,865","7,944","7,856","7,906","7,854","8,294","8,401","8,533",
,,,,,,,,,,,,,,,"7,787"
37,",,",Mugh,"7,919","7,768","7,531","7,683","7,843","7,903","7,776","7,555","7,600","7,603","7,628","7,718",
,,,,,,,,,,,,,,,"7,711"
38,",,",Gram,"5,432","6,121","5,775","5,451","5,779","5,534","5,573","5,013","5,355","5,134","5,077","4,302",
,,,,,,,,,,,,,,,"5,379"
39,",,",Motor Local,"5,432","6,121","5,775","5,451","5,779","5,534","5,573","5,013","5,355","5,134","5,077","4,302",
,,,,,,,,,,,,,,,"5,379"
40,",,",Motor Import,"5,303","5,137","4,006","4,293","4,354","4,292","4,119","3,301","3,588","3,635","3,482","3,813",
,,,,,,,,,,,,,,,"4,110"
41,",,",Khesari,"10,008","9,677","9,770","9,610","9,531","9,494","9,475","9,389","9,290","9,228","9,026","8,215",
,,,,,,,,,,,,,,,"9,393"
42,Dall :,Mash Gota,"9,429","9,566","9,468","9,581","9,569","9,395","9,351","9,136","9,133","9,026","8,664","8,334",
,,,,,,,,,,,,,,,"9,221"
43,",,",",, Broken","12,382","12,044","11,347","10,972","10,786","10,650","10,398","10,151","9,935","9,791","9,467","9,122",
,,,,,,,,,,,,,,,"10,587"
44,Dall :,"Masur Local
Gota","10,083","9,904","9,338","8,852","8,485","8,325","8,067","7,640","7,643","7,238","7,135","6,832",
,,,,,,,,,,,,,,,"8,295"
45,",,",",, Broken","11,545","11,271","10,815","10,423","10,135","10,047","9,824","9,381","9,246","9,119","8,724","8,217",
,,,,,,,,,,,,,,,"9,895"
46,",,",",, Import","9,712","9,915","9,844","10,060","10,632","10,807","10,693","10,756","11,464","12,433","11,942","11,724",
,,,,,,,,,,,,,,,"10,832"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
47,",,",Mugh Local,"8,375","8,393","8,296","8,266","8,702","8,818","8,735","8,004","8,332","8,353","8,465","9,184",
,,,,,,,,,,,,,,,"8,493"
48,",,",Gram Gota,"8,630","8,551","8,387","8,459","8,693","8,751","8,670","8,618","8,617","8,556","8,536","8,510",
,,,,,,,,,,,,,,,"8,582"
49,",,",",, Broken","13,669","12,813","12,163","11,092","9,766","10,551","9,716","10,288","10,179","9,426","9,650","9,293",
,,,,,,,,,,,,,,,"10,717"
50,",,",Motor Local,"3,856","3,624","3,612","3,617","3,640","3,680","3,768","3,794","3,590","3,433","3,271","3,305",
,,,,,,,,,,,,,,,"3,599"
51,",,",",, Import","7,008","7,113","6,952","6,590","6,699","6,512","6,217","5,772","5,535","5,381","5,165","4,816",
,,,,,,,,,,,,,,,"6,147"
52,",,",Khesari,"4,824","4,506","4,553","4,675","4,708","4,883","4,930","5,314","5,096","5,142","5,269","5,336",
,,,,,,,,,,,,,,,"4,936"
53,Oil Seeds :,Mastard,"5,500","5,688","5,778","5,813","5,621","6,025","6,002","5,348","5,430","5,355","5,893","6,085",
,,,,,,,,,,,,,,,"5,711"
54,",,",Tisi,"4,434","4,542","4,227","3,869","4,101","4,728","4,474","4,097","4,214","4,545","4,486","5,304",
,,,,,,,,,,,,,,,"4,419"
55,",,",Til,"7,911","7,827","7,858","7,813","7,099","7,095","7,330","7,222","7,080","7,152","7,012","7,452",
,,,,,,,,,,,,,,,"7,404"
56,",,",Groundnut,"12,633","12,699","12,677","12,604","12,602","12,705","12,724","12,757","12,645","12,613","12,742","12,677",
,,,,,,,,,,,,,,,"12,673"
57,Oil :,Mustard,"8,497","8,404","8,218","8,154","8,091","8,078","7,998","8,025","8,940","9,233","8,862","8,244",
,,,,,,,,,,,,,,,"8,395"
58,",,",Soyabean,"7,055","7,139","6,996","6,937","7,011","6,993","6,937","6,897","6,939","6,969","6,945","6,909",
,,,,,,,,,,,,,,,"6,977"
59,",,",Pump,"8,901","8,863","8,856","8,786","8,849","8,830","8,951","8,735","8,791","8,906","8,997","9,015",
,,,,,,,,,,,,,,,"8,873"
60,",,",Dalda,"44,067","61,750","61,750","61,750","44,710","62,250","62,750","62,750","34,692","63,625","46,200","63,000",
,,,,,,,,,,,,,,,"55,774"
61,",,",Butter oil,"21,893","21,788","21,847","21,919","21,926","21,834","21,722","21,556","21,486","21,711","21,621","21,386",
,,,,,,,,,,,,,,,"21,724"
62,",,",Coconut,"3,156","3,139","3,131","3,143","3,184","3,201","3,227","3,258","3,324","3,429","3,302","3,296",
,,,,,,,,,,,,,,,"3,233"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
63,Oil cick,Mustard,"2,761","2,779","2,868","2,929","2,936","2,974","2,993","3,179","3,262","3,357","3,189","3,207",
,,,,,,,,,,,,,,,"3,036"
64,",,",Til,"3,500","3,275","3,600","3,604","3,383","3,407","3,794","3,922","3,790","3,767","3,747","3,565",
,,,,,,,,,,,,,,,"3,613"
65,",,",Others,"1,906","1,982","1,876","2,394","2,637","2,230","2,316","4,093","4,051","4,506","6,531","7,848",
,,,,,,,,,,,,,,,"3,531"
66,Spices,Onion Local,"1,693","1,702","1,666","1,618","1,969","1,864","1,809","3,471","3,140","3,991","5,448","6,422",
,,,,,,,,,,,,,,,"2,899"
67,",,",",, Import","15,711","13,145","7,450","7,433","8,989","8,553","7,943","7,873","7,405","6,617","6,143","5,699",
,,,,,,,,,,,,,,,"8,580"
68,",,",Garlic Local,"18,319","18,378","17,289","15,991","17,343","15,955","11,779","10,391","9,568","8,411","7,679","7,358",
,,,,,,,,,,,,,,,"13,205"
69,",,",",, Import","16,647","16,405","15,230","14,486","14,193","13,908","13,795","13,683","14,215","14,176","14,399","14,081",
,,,,,,,,,,,,,,,"14,601"
70,",,",Dry Chili,"2,768","2,790","3,419","2,993","2,866","5,087","6,748","8,823","8,537","12,501","9,139","7,817",
,,,,,,,,,,,,,,,"6,124"
71,",,",Green Chili,"6,032","5,309","5,711","5,921","6,363","6,570","7,006","7,822","7,952","9,093","8,798","7,160",
,,,,,,,,,,,,,,,"6,978"
72,",,",Ginger Local,"7,713","6,274","6,134","6,182","6,544","6,797","6,822","8,139","8,008","9,821","9,778","8,544",
,,,,,,,,,,,,,,,"7,563"
73,Spices,Ginger Import,"13,966","13,625","13,616","13,554","13,840","13,536","13,418","13,335","13,815","13,291","13,687","13,472",
,,,,,,,,,,,,,,,"13,596"
74,",,","Turmaric
Round","13,927","13,334","12,863","13,059","12,912","12,999","12,728","12,975","12,972","13,047","13,099","13,171",
,,,,,,,,,,,,,,,"13,091"
75,",,",",, Long","7,340","7,538","7,417","7,488","8,056","7,890","8,004","8,063","7,926","7,848","7,915","10,659",
,,,,,,,,,,,,,,,"8,012"
76,",,",Coriandder old,"2,200","5,996","6,254","2,200","6,990","7,324","7,220","8,740","8,464","8,625","8,832","8,185",
,,,,,,,,,,,,,,,"6,753"
77,",,",",, new","3,625","4,125","4,125","4,125","4,125","4,125","4,125","4,125","3,759","3,337","3,565","3,600",
,,,,,,,,,,,,,,,"3,897"
78,Jute,"White/Tosa
Top","3,875","3,875","3,938",-,"4,000",-,-,"4,000","4,100","4,063","4,031","4,100",
,,,,,,,,,,,,,,,"3,998"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
79,",,",Middle,"3,750","3,667","3,913","3,500","3,869","3,500","3,500","3,888","3,600",-,"3,828","3,803",
,,,,,,,,,,,,,,,"3,711"
80,",,",B- Bottom,"3,850","3,994","3,951","3,950","3,933","3,950","3,819","3,797","3,985","3,313","3,390","3,658",
,,,,,,,,,,,,,,,"3,799"
81,",,",C- Bottom,"3,588",-,-,"3,550","3,550","3,550","3,550","3,550","3,075","3,300","3,181","3,300",
,,,,,,,,,,,,,,,"3,419"
82,",,",Crass- Bottom,-,-,-,-,-,-,-,-,"3,250","3,713","3,713","3,400",
,,,,,,,,,,,,,,,"3,519"
83,",,",S M R,"3,979","4,047","4,050","4,120","4,132","4,130","4,097",-,"3,664","3,592","3,664","3,563",
,,,,,,,,,,,,,,,"3,913"
84,",,",Gorsat,"3,988","3,938","3,913","3,825","3,880",-,"3,775","2,910","2,328","3,124","3,491","3,113",
,,,,,,,,,,,,,,,"3,480"
85,",,",Mesta Gorsat,"37,754","37,535","37,627","37,802","37,596","37,531","37,698","37,682","37,708","37,844","38,167","34,795",
,,,,,,,,,,,,,,,"37,478"
86,Cotton,Shimul,"14,946","14,857","14,479","14,321","14,293","14,375","14,411","12,569","14,536","14,536","14,779","16,292",
,,,,,,,,,,,,,,,"14,533"
87,",,",Carpash,"11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800",
,,,,,,,,,,,,,,,"11,800"
88,Wetsalf-mix Cow,Calf,"9,800","9,800","9,800","9,800","9,800","9,800","9,788","9,790","9,775","9,763","9,760","9,750",
,,,,,,,,,,,,,,,"9,785"
89,",,",Calf Medium,"8,250","8,250","8,250","8,250","8,250","8,250","8,250","8,250","8,250","8,250","8,220","8,238",
,,,,,,,,,,,,,,,"8,246"
90,",,",Heavy,"14,148","14,074","14,008","13,968","13,963","14,039","14,283",-,"14,536","14,314",-,"13,890",
,,,,,,,,,,,,,,,"14,122"
91,",,",Katasera,"11,195","11,114","9,875","10,760","10,815","10,725","10,841",-,"10,985","10,760","10,549","10,506",
,,,,,,,,,,,,,,,"10,739"
92,Buffalo,Heavy,"9,004","8,963","8,968","8,043","7,722","7,832","7,857","7,617","7,618","7,700","6,669","7,388",
,,,,,,,,,,,,,,,"7,948"
93,",,",Medium,"52,277","53,706","56,970","55,133",-,"54,682","54,682","52,746","50,313","51,199","51,731","51,220",
,,,,,,,,,,,,,,,"53,151"
94,",,",Katasera,"87,181","86,998","95,439","87,554",-,"87,597","87,597","98,781","62,016","90,517","86,867","88,651",
,,,,,,,,,,,,,,,"87,200"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
95,Leather,Sheep,"119,227","125,213","130,530","124,750",-,"121,973","122,767","122,122","65,115","106,344","104,034","106,334",
,,,,,,,,,,,,,,,"113,492"
96,",,",Goat,"30,759","29,466","29,263","29,181","24,606","25,328","25,328",-,"27,438","26,688","26,278","23,850",
,,,,,,,,,,,,,,,"27,108"
97,Fertilizer,Urea,"93,214","101,406","100,375","95,719","91,229","95,094","92,250","94,825","60,750","81,042","77,847","74,861",
,,,,,,,,,,,,,,,"88,218"
98,",,",T S P,"71,719","69,531","66,571","66,641","67,188","66,641","66,641","67,188","45,073","65,250","63,888","51,429",
,,,,,,,,,,,,,,,"63,980"
99,",,",D A P,"4,731","4,750","5,415","5,522","5,329","5,522","5,522","5,329","5,170","4,641","4,688","6,042",
,,,,,,,,,,,,,,,"5,222"
100,",,",M P,"7,652","7,209","8,185","7,778","8,091","7,778","7,778","8,075","7,683","7,698","7,920","7,529",
,,,,,,,,,,,,,,,"7,781"
101,Milk Powder,Bag,788,788,789,789,789,789,789,789,789,788,788,786,
,,,,,,,,,,,,,,,788
102,Cow Milk,Liquid,"1,088","1,087","1,086","1,088","1,088","1,088","1,088","1,088","1,087","1,086","1,087","1,087",
,,,,,,,,,,,,,,,"1,087"
103,",,",MilkVita,"1,247","1,247","1,246","1,248","1,246","1,245","1,245","1,243","1,244","1,244","1,243","1,244","1,245"
104,Ghee (Local),,-,736,735,734,735,734,734,734,734,734,733,734,734
105,Dano,,"2,069","2,066","2,067","2,117","2,086","1,948","2,652","2,569","2,779","2,726","2,567","2,688","2,361"
106,Redcow,,"1,693","1,699","1,745","1,656","1,753","1,606","1,679","1,844","1,573","1,416","1,476","1,265",
,,,,,,,,,,,,,,,"1,617"
107,Anchor,,"1,693","1,699","1,745","1,656","1,753","1,606","1,679","1,844","1,573","1,416","1,476","1,265","1,617"
108,Condest Milk,(1 Cartun),240,237,234,241,242,239,240,242,242,242,242,174,
,,,,,,,,,,,,,,,235
111,Hen Alive :,Big,115,123,119,126,-,126,126,125,126,126,125,118,
,,,,,,,,,,,,,,,123
112,",,",Middum,"55,750","56,500","55,000","56,500","55,000","56,500","56,500","55,000","56,500","56,500","55,000","56,500",
,,,,,,,,,,,,,,,"55,938"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
113,Hen Alive,Small,"6,300","6,433","6,378","6,481","6,378","6,481","6,342","6,463","6,308","6,342","6,363","6,353",
,,,,,,,,,,,,,,,"6,385"
114,",,",Farm,"6,143","6,138","6,138","6,121","6,157","6,140","6,170","6,146","6,140","6,170","6,146","6,223",
,,,,,,,,,,,,,,,"6,153"
115,Duck Alive,,"2,248","2,245","2,245","2,253","1,982","2,253","2,253","2,252","2,253","1,982","2,159","2,111",
,,,,,,,,,,,,,,,"2,186"
116,Egg :,Hen,"28,460","28,460","31,221","32,440","33,168","32,392","31,804","30,217","29,119","28,488","28,221","28,479",
,,,,,,,,,,,,,,,"30,206"
117,",,",Farm,"29,467","29,467","30,227","30,774","31,863","33,026","32,442","31,063","30,268","29,779","29,274","29,455",
,,,,,,,,,,,,,,,"30,592"
118,",,",Duck,"28,914","28,914","30,162","31,189","32,668","33,592","33,180","30,946","29,648","28,800","28,629","28,994",
,,,,,,,,,,,,,,,"30,470"
119,Fish :,Ruhi Big,"13,781","13,781","13,131","13,529","13,519","13,674","13,553","12,116","10,938","10,838","10,513","10,769",
,,,,,,,,,,,,,,,"12,512"
120,",,",",, Medium","25,513","25,513","27,375","28,000","28,167","28,000","27,667","26,375","25,500","25,800","25,834","28,115",
,,,,,,,,,,,,,,,"26,821"
121,",,",",, Small","25,513","25,513","27,375","28,000","28,167","28,000","27,667","26,375","25,500","25,800","25,834","28,115",
,,,,,,,,,,,,,,,"26,821"
122,",,",",, Import
Medium","57,361","57,361","62,828","63,289","63,444","64,542","64,031","63,928","64,025","63,919","63,155","63,913",
,,,,,,,,,,,,,,,"62,650"
123,",,",",, Import
small",978,978,963,960,"1,008",931,958,975,964,950,956,948,
,,,,,,,,,,,,,,,964
124,",,",Katla big,698,698,686,674,644,620,667,701,655,639,645,590,
,,,,,,,,,,,,,,,660
125,",,",",, Medium",927,929,922,917,852,812,858,879,872,891,920,941,
,,,,,,,,,,,,,,,893
126,",,",",, small",-,-,"35,000","30,500","27,000","27,000","27,167","27,000","26,667","26,750","26,500","27,833",
,,,,,,,,,,,,,,,"28,142"
127,",,",Mregal big,"29,189","29,257","29,000","28,739","29,039","29,780","29,910","30,328","29,758","30,133","29,096","28,648",
,,,,,,,,,,,,,,,"29,406"
128,",,",",, small","23,002","23,002","22,503","22,894","23,392","23,858","24,087","24,220","23,973","24,174","23,475","22,960",
,,,,,,,,,,,,,,,"23,462"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
129,",,",Ahire big,"22,454","22,454","22,638","22,703","22,839","23,031","25,250","24,883","23,887","23,394","22,883","22,674",
,,,,,,,,,,,,,,,"23,257"
130,",,",",, small","18,651","18,651","19,190","19,567","19,732","20,107","21,035","21,028","20,480","20,169","19,388","19,032",
,,,,,,,,,,,,,,,"19,753"
131,",,",Boal big,"31,895","31,895","32,500","34,525","29,000","29,000","30,500","33,800","31,167","33,500","30,083","29,708",
,,,,,,,,,,,,,,,"31,464"
132,",,",",, small","27,226","27,226","26,183","26,237","26,846","27,396","28,135","28,105","28,466","27,958","26,611","26,761",
,,,,,,,,,,,,,,,"27,262"
133,",,",Chitol big,"21,119","21,113","20,959","20,927","21,404","21,990","22,342","22,492","22,309","22,165","21,637","21,041",
,,,,,,,,,,,,,,,"21,625"
134,",,",",, small","18,470","18,168","17,554","17,892","18,854","19,154","19,050","18,940","18,320","18,703","18,229","18,084",
,,,,,,,,,,,,,,,"18,451"
135,",,",Pangas Big,"13,181","13,181","13,005","13,202","13,181","13,509",-,"13,402","13,716","13,439","13,236","12,971",
,,,,,,,,,,,,,,,"13,275"
136,",,",",, Small","42,750","42,750","52,083","57,500","56,667","58,438","61,250","72,917","75,000","68,750","69,500","72,250",
,,,,,,,,,,,,,,,"60,821"
137,",,",Hilsha,"30,679","30,679","34,417","34,163","41,917","38,200","40,000","36,480","41,975","34,500","32,767","32,857",
,,,,,,,,,,,,,,,"35,719"
138,",,",Shrimp Bagda,"46,900","46,900","49,571","52,150","53,250","55,975","58,542","58,750","57,500","53,229","52,250","49,048",
,,,,,,,,,,,,,,,"52,839"
139,",,",",, Golda","34,656","34,656","32,196","34,875","35,038","34,516","33,677","33,204","33,578","31,719","30,733","30,633",
,,,,,,,,,,,,,,,"33,290"
140,",,",",, small",-,-,"34,000","40,000","40,000",-,"37,500","37,500","61,875","70,000","70,000","45,500",
,,,,,,,,,,,,,,,"48,486"
141,",,",Koi,"21,375","21,375","24,917","20,750","24,000","36,667","24,000","24,000","37,500","37,500","28,250","19,200",
,,,,,,,,,,,,,,,"26,628"
142,",,",Magur,"10,936","10,936","10,966","11,319","10,954","11,039","10,960","10,895","10,781","10,614","10,460","10,174",
,,,,,,,,,,,,,,,"10,836"
143,",,",Shingh,"9,341","9,341","9,396","9,471","9,601","9,697","9,444","9,217","9,061","8,955","8,727","8,598",
,,,,,,,,,,,,,,,"9,237"
144,",,",Silver Curp,"59,894","59,894","62,827","70,949","70,323","75,583","75,521","64,513","57,971","54,787","53,448","55,807",
,,,,,,,,,,,,,,,"63,460"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
145,",,",Glass Curp,"67,406","67,406","65,288","65,578","61,000","64,214","62,429","62,979","57,847","59,938","60,838","58,764",
,,,,,,,,,,,,,,,"62,807"
146,",,",Telapia,"59,883","59,883","61,950","60,778","60,000","57,450","58,788","59,320","56,088","54,856","54,438","49,083",
,,,,,,,,,,,,,,,"57,710"
147,",,",Rupchanda,"25,997","28,360","27,825","29,229","34,511","34,292","35,722","32,256","31,813","29,639","30,364","29,580",
,,,,,,,,,,,,,,,"30,799"
148,Betel Nut,,"14,885","14,885","16,546","16,911","16,163","15,560","14,806","14,319","14,197","14,450","14,679","14,269",
,,,,,,,,,,,,,,,"15,139"
149,Betel Leaf,Big,"52,025","52,025","53,611","54,872","54,230","51,995","51,247","53,895","51,468","51,817","51,821","51,128",
,,,,,,,,,,,,,,,"52,511"
150,",,",Medium,"45,479",-,"48,092","49,956","46,930","45,606","46,331","45,795","46,578","44,113","42,053","41,379",
,,,,,,,,,,,,,,,"45,665"
151,",,",Small,"11,505","11,505","11,375","12,156","11,966","11,996","12,397","11,964","11,655","11,535","11,200","11,044",
,,,,,,,,,,,,,,,"11,692"
152,",,",Sachi,"13,816","13,816","13,582","13,847","14,139","14,194","14,322","14,374","14,536","13,871","13,449","13,399",
,,,,,,,,,,,,,,,"13,945"
153,Fruit :,Mango : Guti,"11,290","11,290","11,330","11,506","11,785","11,871","11,898","11,750","11,635","11,507","11,231","11,059",
,,,,,,,,,,,,,,,"11,512"
154,Fruit :,",, Gopalbhog","58,958","58,958","64,000","65,000","62,333","65,000","59,167","67,333","67,500","53,333","40,375","41,000",
,,,,,,,,,,,,,,,"58,580"
155,",,",",, Himsagar","55,000","33,250",-,"200,000","200,000","131,667","133,500","109,000","107,333","61,000","84,000","58,767",
,,,,,,,,,,,,,,,"106,683"
156,",,",",, Langra","35,201","35,201","38,527","40,069","41,321","42,188","41,284","42,009","41,773","44,302","42,325","41,425",
,,,,,,,,,,,,,,,"40,469"
157,",,",",, Fazli","33,313","33,313","33,625","36,042","36,333","38,188","34,406","34,375","35,542","32,933","35,615","41,833",
,,,,,,,,,,,,,,,"35,460"
158,",,",",, Ashini","49,844","49,844","42,240","66,750","61,320","55,339","54,813","54,667","63,107","66,069","68,856","50,313",
,,,,,,,,,,,,,,,"56,930"
159,",,",Jacafruit : Big,"35,200","35,200","36,280","33,688","36,140","41,531","35,032","42,117","41,285","39,889","41,633","40,510",
,,,,,,,,,,,,,,,"38,209"
160,",,",",, Small","43,417","43,417","42,833","41,250","41,250","34,925","38,333","39,750","40,833","40,833","40,233","43,125",
,,,,,,,,,,,,,,,"40,850"
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
161,",,","Green
Coconut","25,300","25,915","25,973","26,823","27,221","27,730","27,872","29,150","31,323","31,819","31,268","30,617",
,,,,,,,,,,,,,,,"28,418"
162,",,",Batabi Lemon,"7,303","7,792","8,309","8,114","7,114","7,003","6,569","6,738","6,696","6,799","7,054","7,577",
,,,,,,,,,,,,,,,"7,256"
163,",,",Alachi Lemon,"4,847","5,105","5,442","5,364","4,733","4,477","4,192","4,065","4,188","4,356","4,546","4,871",
,,,,,,,,,,,,,,,"4,682"
164,",,",Cagoji Lemon,"2,710","2,816","3,233","3,080","2,699","2,570","2,358","2,278","2,148","2,229","2,378","2,519",
,,,,,,,,,,,,,,,"2,585"
165,",,",Guava,"6,291","6,897","6,978","5,738","6,131","4,983","4,069","4,146","5,083","5,050","5,043","5,275",
,,,,,,,,,,,,,,,"5,474"
166,",,",Amra,"6,291","6,897","6,978","5,738","6,131","4,983","4,069","4,146","5,083",-,-,-,
,,,,,,,,,,,,,,,"5,591"
167,",,",Orange,-,-,-,-,"5,225","4,971","5,154",-,-,-,-,-,
,,,,,,,,,,,,,,,"5,117"
168,",,",Apple,-,-,-,-,"5,538","5,092","6,083",-,-,-,-,-,
,,,,,,,,,,,,,,,"5,571"
169,",,",Boroi,-,-,-,-,"5,480","5,275","6,470",-,-,-,-,-,
,,,,,,,,,,,,,,,"5,741"
170,",,",Tormuj,-,-,-,-,-,"4,635","6,062","9,113","8,433",-,-,-,
,,,,,,,,,,,,,,,"7,061"
171,",,",Bangi,-,-,-,-,-,"4,143","4,120","6,083","7,371",-,-,-,
,,,,,,,,,,,,,,,"5,429"
172,",,",Ripe Papaya,-,-,-,-,"9,304","8,034","7,167","8,469",-,-,-,-,
,,,,,,,,,,,,,,,"8,243"
173,",,",Lychee,-,-,-,-,"5,780","4,231","3,687","4,903",-,-,-,-,
,,,,,,,,,,,,,,,"4,650"
174,",,","Benana :
Chapa","2,445","2,459","2,445","2,561","2,643","2,762","2,907","2,784","2,730","2,731","2,678","2,658",
,,,,,,,,,,,,,,,"2,650"
175,",,",",, Sabri","1,413","1,459","1,427",-,-,-,"1,430","1,580","1,370","1,528","1,818","1,580",
,,,,,,,,,,,,,,,"1,512"
176,Fruit :,"Benana :
Sagar",309,332,368,386,317,300,256,247,296,328,336,358,
,,,,,,,,,,,,,,,319
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
177,",,",Paineapple,325,339,410,384,353,283,248,252,283,330,339,354,
,,,,,,,,,,,,,,,325
178,",,",",,
Jaldub","4,513","4,500","6,128","8,531","7,750","5,452","2,863","2,746","2,947","3,747","4,990","6,818",
,,,,,,,,,,,,,,,"5,082"
179,",,",Coconut,-,-,-,-,-,-,"2,651","2,316","2,394","2,578","2,657","2,463",
,,,,,,,,,,,,,,,"2,510"
180,",,",",,
Khejur","1,364","1,606","1,334","1,454","1,517","1,645","1,581","1,665","1,627","2,096","1,849","1,552",
,,,,,,,,,,,,,,,"1,608"
181,",,","Tamarind with
seed","11,295","11,311","11,362","11,923","12,355","12,939","13,668","13,693","13,279","12,744","12,548","11,969",
,,,,,,,,,,,,,,,"12,424"
182,",,",",, without
seed","4,626","4,032","4,015","6,438",-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,"4,778"
183,Vegetable :,Potato : Local,-,"12,950","10,907","8,709","9,625","8,348",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"10,108"
184,",,",",, Holland
White",-,-,"4,769","3,408","3,483","2,190",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"3,462"
