District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
58,Panchagar,17,112,16.01,0,0,0,27,145.73,140.13,27,145.73,140.13
59,Rangpur,10,147,12.13,0,0,0,16,168.15,161.99,16,168.15,161.99
60,Thakurgaon,2,98,2.37,0,0,0,3,16.82,18.55,3,16.82,18.55
7,Rangpur Divison,1362,1236,255.26,0,0,0,614,3620.87,3060.11,614,3620.87,"3060.1
1"
61,Habiganj,75,153,79.17,0,0,0,47,291.46,122.36,47,291.46,122.36
62,Moulvibazar,3,138,221.36,0,0,0,5,106.5,19.73,5,106.5,19.73
63,Sunamganj,8,132,134,3,16.82,14.18,2,16.82,9.91,5,33.64,24.09
64,Sylhet,4,109,4,0,0,0,2,16.82,16.82,2,16.82,16.82
8,Sylhet Division,175,532,438.53,3,16.82,14.18,56,431.60,168.82,59,448.42,183
BANGLADESH,,18104,18732,8429.83,30,67.27,292.59,8544,48624.02,29751.27,8574,48691.29,30043.86
