District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
49,Chapai Nawabganj,1,1,1.11,0,29,0,4,4,4.01,4,4,4.01
50,Pabna,0,6,6.26,0,0,16.38,25,16,32.17,25,45,48.55
51,Rajshahi,2,7,8.96,0,0,0,17,17,18.09,17,17,18.09
52,Sirajganj,0,3,0.34,0,29,0,0,3,1.78,0,3,1.78
6,Rajshahi Division,10,20,19.85,0,0,16.38,101,63,79.06,101,92,95.44
53,Dinajpur,0.37,2,1,0,0,0,2,2,1.60,2,2,1.60
54,Gaibandha,0,0,0,0,0,0,0,0,0,0,0,0
55,Kurigram,0,0,0,0,0,0,0,0,0,0,0,0
56,Lalmonirhat,0,0,0,0,0,0,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0,0,0,0,0,0,0
58,Panchagar,8,7,6.66,0,0,0,3,3,2.62,3,3,2.62
59,Rangpur,0,0,0,0,0,0,0,0,0,0,0,0
60,Thakurgaon,0,0,0,0,0,0,0,0,0,0,0,0
7,Rangpur Divison,8,9,7.66,0,0,0,5,5,4.22,5,5,4.22
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,0,0,2.25,0,0,0,0,0,4.96,0,0,4.96
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet Division,0,0,2.25,0,0,0,0,0,4.96,0,0,4.96
BANGLADESH,,640,720,840.42,91,99,63.14,1677,2167,2166.28,1768,2266,"2229.4
2"
