District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
51,Rajshahi,28,32,39.89,0,0,0,130,133,147.68,130,133,147.68
52,Sirajganj,20,23,21.00,0,0,0,220,288,284,220,288,284
6,Rajshahi Division,219,242,270.88,44,39,29.53,1490,1868,1584.87,1534,1907,"1614.4
0"
53,Dinajpur,47,51,57.78,0,0,0,350,309,325.79,350,309,325.79
54,Gaibandha,121,34,34.10,0,0,0,276,279,274.86,276,279,274.86
55,Kurigram,23,23,26.86,0,0,0,209,210,279.55,209,210,279.55
56,Lalmonirhat,52,105,172.44,0,0,0,738,751,752.3,738,751,752.30
57,Nilphamari,63,65,48.21,0,0,0,503,515,454.69,503,515,454.69
58,Panchagar,48,49,45.90,0,0,0,319,423,345.07,319,423,345.07
59,Rangpur,18,17,19.25,0,0,0,214,46,237,214,46,237
60,Thakurgaon,22,22,23.06,0,0,0,449,453,460.41,449,453,460.41
7,Rangpur Divison,394,366,427.60,0,0,0,3058,2986,3129.67,3058,2986,"3129.6
7"
61,Habiganj,50,8,20.27,0,0,0,39,28,41.37,39,28,41.37
62,Moulvibazar,130,132,149.78,0,0,0,665,671,599.46,665,671,599.46
63,Sunamganj,126,124,266,0,0,0,498,671,665,498,671,665
64,Sylhet,128,131,144.21,0,0,0,205,205,311.60,205,205,311.60
8,Sylhet Division,434,395,580.26,0,0,0,1407,1575,1617.43,1407,1575,"1617.4
3"
BANGLADESH,,4766,5050,5205.25,642,666,442.05,16805,17440,"18406.5
8",17447,18106,"18848.
63"
