District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
58,Panchagar,30,33,10.55,0,0,0,34,31,29.58,34,31,29.58
59,Rangpur,143,141,19.98,0,0,0,446,121,119.30,446,121,119.30
60,Thakurgaon,31,30,5.14,0,0,0,41,41,42.28,41,41,42.28
7,Rangpur Divison,717,628,109.89,3,3,2.64,973,509,365.82,976,512,368.46
61,Habiganj,15,2,23.10,0,0,0,4,4,16.04,4,4,16.04
62,Moulvibazar,118,35,40.00,0,0,0,159,154,120.64,159,154,120.64
63,Sunamganj,9,3,11.00,0,0,0,2,6,11,2,6,11
64,Sylhet,22,580,17.01,0,0,1.02,10,10,23.98,10,10,25
8,Sylhet Division,164,620,91.11,0,0,1.02,175,174,171.66,175,174,172.68
BANGLADESH,,15461,11274,6279.99,97,97,81.58,11548,11293,9471.02,11645,11390,9552.60
