Sl no,Name of Comodity,,Year-2021,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
157,",,",Boal large,36250,38631,38929,38929,38536,40714,41375,41250,43198,-,-,-,39757
158,",,",Small,61025,61775,62078,62078,62078,62625,68446,73354,64891,-,-,-,64261
159,",,",Chital large,39847,43141,35657,35657,35712,37938,38906,38917,47335,-,-,-,39234
160,",,",Chital small,73750,70000,70000,70000,46667,70000,46667,46667,57500,-,-,-,61250
161,",,",Pangush larges,20492,37500,18150,19867,18119,19833,18150,37500,25250,-,-,-,23873
162,",,",small,11362,11447,11501,11395,11323,11372,11443,11529,11379,-,-,-,11417
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
163,",,",Hilsha,9228,9107,9260,9256,9180,9813,9244,9337,9993,-,-,-,9380
164,",,",Prawn bagda,59518,62336,64896,65410,66945,67612,69681,71284,69037,-,-,-,66302
165,",,",golda,62727,62795,62913,62913,63852,65190,65879,67420,66775,-,-,-,64496
166,",,",small,61350,60054,60186,60193,60366,61185,59507,63875,64728,-,-,-,61272
167,",,",Koii,40215,40904,40929,40929,40897,42329,42775,44690,46237,-,-,-,42212
168,",,",Magur,15699,15824,17082,17422,17067,15199,14706,14860,16601,-,-,-,16051
169,",,",Shing,59087,55491,56598,56598,51441,51271,54536,51104,49729,-,-,-,53984
170,",,",Silvar curp,39963,40231,39583,39557,39330,39634,38909,38840,38804,-,-,-,39428
171,",,",Grass curp,12593,12603,12641,12675,12659,12842,13071,12883,12911,-,-,-,12764
172,",,",Telapia,15762,15970,15906,15977,15894,15897,16088,15128,15660,-,-,-,15809
173,",,",Rupchada,11460,11506,11584,-,11484,11544,11604,11759,11734,-,-,-,11584
174,Fish(Kha)Dry,Rupchada,62375,63208,63208,63208,63208,70850,64750,71250,71250,-,-,-,65923
175,",,",Loitta,133750,133750,133750,133750,133750,138333,135000,128969,138333,-,-,-,134376
176,",,",Puti,46653,46801,47011,47011,46989,44620,45102,44917,46796,-,-,-,46211
177,",,",Prawn,32475,32625,33875,33875,33633,34180,36250,36250,37250,-,-,-,34490
178,",,",Kachki,70788,70688,67236,67236,67455,61766,60011,49932,63450,-,-,-,64285
179,",,",Salted Hilsha,43042,43292,42250,42714,42786,42900,43313,42778,43613,-,-,-,42965
180,Betel nut,-,31536,32072,33657,34181,35032,35873,35968,36341,36866,-,-,-,34614
181,"Betel leaves
bangla",Large,9269,10143,10866,10586,10053,9658,9391,8638,7985,-,-,,
,,,,,,,,,,,,,,-,9621
182,",,",Medium,6437,7038,7481,7749,7411,6717,6485,5936,5388,-,-,-,6738
183,",,",Small,3820,4171,4520,4578,3744,3680,3449,3191,3050,-,-,-,3800
184,",,",Sanchi,2250,2833,3343,3417,2617,1938,1865,2481,3695,-,-,-,2715
185,Fruits:,Mango Guti,-,-,-,-,3746,3125,3020,3300,3750,-,-,-,3388
186,,Gopalbhog,-,-,-,-,5708,4451,4075,5781,5275,-,-,-,5058
187,,Himsagor,-,-,-,-,5061,4448,4502,4995,5183,-,-,-,4838
188,,Langra,-,-,-,-,5025,4506,4442,5193,5020,-,-,-,4837
189,,Fazli,-,-,-,-,-,3907,4598,5930,6038,-,-,-,5118
190,,Aswini,-,-,--,-,-,3960,3456,3710,4711,-,-,-,3959
191,Jackfruits,Large(4+kg),-,-,-,-,11781,9411,8081,9481,10709,-,-,-,9893
192,,Small,-,-,-,-,7656,6669,5347,6401,7623,-,-,-,6739
193,Fruits,Green Coconut,3409,3450,3624,3818,4218,4455,4069,4071,4285,-,-,-,3933
194,",,",Batabi lebu,1908,-,-,-,-,-,1000,2143,2362,-,-,-,1853
195,",,",Elachi lebu,365,431,471,529,411,336,309,320,313,-,-,-,387
196,",,",Kagozi lebu,371,426,452,511,409,323,326,298,294,-,-,-,379
197,",,",Guava,5996,6302,5855,5269,5316,5067,4355,3879,4300,-,-,-,5149
198,",,",Amra,-,-,-,-,-,-,2343,2389,2370,-,-,-,2367
199,",,",Orange,2333,1288,1339,1422,1488,1422,1489,1482,1599,-,-,-,1540
200,",,",Apple,12546,12757,12874,14025,13706,13883,13696,14089,14447,-,-,-,13558
201,",,",Boroi,6892,5761,5181,5077,4438,4417,4639,4375,4375,-,-,-,5017
202,",,",Water melon,-,-,12145,9492,12113,12223,10360,13033,13033,-,-,-,11771
203,Fruit:,Melon (Bangi),-,-,4889,4958,4595,5108,7917,9000,90000,-,-,-,6495
204,",,",Ripe Papaya,6057,6656,6473,6594,7885,6594,6619,6172,6414,-,-,-,6607
205,",,",Lychee,-,-,-,-,2680,3062,3275,3375,3717,-,-,-,3222
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
206,",,",Banana: Chapa,241,242,230,243,250,258,251,249,428,-,-,-,266
207,",,",Sabri,403,407,422,419,484,452,447,445,450,-,-,-,437
208,",,",Banana: Sagar,317,325,351,358,374,377,378,383,399,-,-,-,362
209,",,",Paineapple:Calender,4167,3000,3740,3929,2641,2922,4124,4448,3960,-,-,-,3659
210,",,",Jaldub,4250,-,2233,2546,2523,3000,2735,2902,3250,-,-,-,2930
211,",,",Coconut,4057,4448,4661,4612,4888,4869,4804,4495,4354,-,-,-,4577
212,",,",Dates,20934,25693.,20725,20458,19438,21557,22882,23581,25832,-,-,-,22344
213,",,",Tamarind with seed,8255,17600,10009,10476,8734,8836,8990,9064,9011,-,-,-,10108
214,",,",without seed,11494,11488,12210,12200,12200,12160,12040,11975,9350,-,-,-,11680
215,Vegetable:,Potato: Local,2221,1692,1753,1778,1935,1900,2017,2028,1910,-,-,-,1915
216,",,",Holland White,1927,1463,1297,1345,1338,1496,1616,1638,1518,-,-,-,1515
217,",,",Red,2051,1482,1314,1422,1360,1509,1623,1650,1625,-,-,-,1560
218,Sweet Potato,,2513,2216,2103,2181,1975,1925,1859,2030,2230,-,-,-,2115
219,Vegetable:,Brinjal,2089,1967,2172,3302,2515,3047,3081,3052,3684,-,-,-,2768
220,",,",Patal,3263,4225,4219,3570,3115,2715,2576,2373,2820,-,-,-,3208
221,",,",Chalcumra,2082,1958,2023,2288,2049,1928,1956,1876,1944,-,-,-,2012
222,",,",Pumpkin,2015,1947,1748,1630,1625,1567,1749,1914,2187,-,-,-,1820
223,",,",Lao,1799,1679,1496,1606,1614,1910,1967,1996,2011,-,-,-,1786
224,",,",Uchehhe,4079,5038,3970,3730,3958,4127,4099,3944,3909,-,-,-,4095
225,",,",Karalla,3562,3819,3777,3660,3355,3912,3989,3526,3429,-,-,-,3670
226,Vegetable:,Green Papaya,1830,1836,1817,2055,2278,2553,2350,1861,1523,-,-,-,2011
227,",,",Mukhi kachu,3217,3136,3336,3381,4448,3806,3171,2523,2311,-,-,-,3259
228,",,",Pani kachu,3325,2225,2230,3025,2201,3083,2783,2302,2356,-,-,-,2614
229,",,",Kachur lati,2897,3233,3762,3755,3394,3230,3095,2750,3053,-,-,-,3241
230,",,",Kakrol,3653,3292,3328,6543,3922,3667,3068,2702,3008,-,-,-,3687
231,",,",Lady's Finger,3746,3955,4193,3692,2925,2655,2631,2684,3136,-,-,-,3291
232,",,",Sosha,2554,2414,2627,3017,2738,2946,2876,2424,2930,-,-,-,2725
233,",,",Khirai,2202,2027,2050,2144,2045,2474,2359,2198,2510,-,-,-,2223
234,",,",Beans,2278,1952,1999,2294,2249,2090,2016,2642,4704,-,-,-,2469
235,",,",Barbati,3148,3375,3570,3744,3298,3625,3676,3519,4070,-,-,-,3558
236,",,",Tomato Ripe,2717,1852,1330,1683,2031,2846,3970,4837,5308,-,-,-,2953
237,",,",Motorshooti,5501,3971,3576,3593,3620,3943,4022,4055,3906,-,-,-,4021
238,",,",Jinga,3008,2783,3228,3780,2990,2865,2674,2664,2922,-,-,-,2990
239,",,",Chichinga,2823,2771,3098,3022,2611,2530,2370,2149,2504,-,-,-,2653
240,",,",Dundol,2665,2496,2675,2695,2204,2465,2205,1984,2333,-,-,-,2414
241,",,",Radish Spinach,1252,1350,924,1790,1083,1360,1567,1333,1871,-,-,-,1392
242,",,",Red Spinach,2014,1672,1643,1763,1701,1906,2071,2150,2137,-,-,-,1895
243,",,",Palongsak,1409,1393,1326,1436,1297,1415,1342,1685,1840,-,-,-,1460
244,",,",Indian Spinach,1561,1614,1592,1555,1463,1460,1465,1474,1520,-,-,-,1523
245,",,",Danta,2460,1756,1568,1566,1469,1426,1462,1604,1788,-,-,-,1678
246,",,",Cauliflower,1445,1095,1109,1092,1032,1121,1322,1098,2764,-,-,-,1342
247,",,",Cabbage,1304,941,829,866,825,976,773,822,1908,-,-,-,1027
248,",,",Oal kopy,1515,1486,1028,1165,1138,1281,1050,1275,-,-,-,-,1242
249,",,",Carrot,2696,2174,1827,1984,2020,2620,3523,3830,4732,-,-,-,2823
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
250,",,",Green Banana,404,431,428,495,433,440,427,383,429,-,-,-,430
251,",,",Radish,947,882,769,951,776,783,1164,1005,2020,-,-,-,1033
252,Bibidh:,Sugar-Local,6038,6100,6269,6689,6363,6415,6484,6765,7237,-,-,-,6484
253,,Sugar-foreign,5995,6048,6199,6258,6273,6263,6284,6449,6782,-,-,-,6283
254,Gur,Sugarcane,6852,6834,6856,6895,7091,7149,6930,6969,7392,-,-,-,6996
255,",,",Dates,9074,9324,9298,9042,9304,9327,9403,11312,9214,-,-,-,9478
256,Salt,With Iodine,2610,2712,2645,2584,2594,2592,2588,2575,2667,-,-,-,2619
257,",,",loose,1807,1552,1766,1782,1759,1832,1781,1805,1829,-,-,-,1768
258,Vushi,Mashur,2937,2927,2928,2979,2940,2870,2982,3029,2921,-,--,-,2946
259,",,",Chola,3671,3699,3658,3677,3671,3672,3673,3683,3697,-,-,-,3678
260,",,",Kheshari,3256,3226,3345,3245,3253,3160,3146,3154,3170,-,-,-,3217
261,",,",Wheat,2955,2962,2981,2995,3007,3007,3022,3022,3039,-,-,-,2999
262,",,",Rice kura,1295,1311,1325,1420,1390,1355,1312,1340,1342,-,-,-,1343
263,",,",Lakri cherai Mango,529,529,530,531,529,527,527,529,528,-,-,-,529
