District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
24,Manikganj,40,41,41.16,0,0,49.04,114,81,39.08,114,81,88.12
25,Munshiganj,1,22,22.44,0,0,0,31,122,122.15,31,122,122.15
26,Narayanganj,5,5,5.10,0,0,0,6,31,30.52,6,31,30.52
27,Narsingdi,1,1,1,0,0,0,20,6,6.08,28,6,6.08
28,Rajbari,12,9,9.23,8,0,0,56,23,25.89,56,23,25.89
29,Shariatpur,12,14,20.12,0,0,0,254,57,36.78,254,57,36.78
30,Tangail,45,45,44.39,0,18,0,1594,359,259.70,1602,377,259.70
3,Dhaka Division,337,242,245.17,8,18,49.04,1647,1117,999.41,1647,1135,"1048.4
5"
31,Bagerhat,61,50,62.20,0,0,0,10,1431,1218,10,1431,1218
32,Chuadanga,5,5,5.85,0,0,0,403,11,11.39,403,11,11.39
33,Jashore,49,41,46.51,0,0,0,122,372,364,122,372,364
34,Jhenaidah,24,23,26.86,0,0,0,92,119,124,129,119,124
35,Khulna,45,15,14.36,37,11,0,121,34,98,121,45,98
36,Kushtia,15,17,16,0,0,0,0,126,123.53,335,126,123.53
37,Magura,111,16,50.16,0,0,0,0,0,269,0,0,269
,,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21,2018-19,2019-20,2020-21
38,Meherpur,23,27,27.27,0,0,0,0,0,31,0,0,31
39,Narail,13,42,42,0,0,0,0,0,31,0,0,31
40,Satkhira,0,0,0,0,0,0,0,0,0,0,0,0
4,Khulna Division,346,236,291.21,0,0,0,37,38,2269.92,37,38,"2269.9
2"
41,Jamalpur,65,35,34,0,0,0,0,0,27,0,0,27
42,Mymensingh,97,96,111,0,0,0,43,41,218,43,41,218
43,Netrokona,0,37,42,0,0,0,3,14,104,3,14,104
44,Sherpur,22,12,15,0,0,0,0,0,36,0,0,36
5,"Mymensingh
Division",184,180,202,0,0,0,46,55,391,46,55,391
45,Bogura,9,9,8.82,0,0,0,19,19,39.14,19,19,39.14
46,Joypurhat,0,7,9.28,0,0,0,0,0,25.97,0,0,25.97
47,Naogaon,16,16,17.78,0,0,0,0,0,41.05,0,0,41.05
48,Natore,0,3,2.07,0,0,0,0,0,11.08,0,0,11.08
49,Chapai Nawabganj,17,18,18.34,0,0,0,0,0,37.54,0,0,37.54
50,Pabna,0,16,16.31,0,0,0,0,0,113.39,0,0,113.39
51,Rajshahi,66,43,49.31,0,0,0,0,0,118.85,0,0,118.85
52,Sirajganj,0,23,19.11,0,0,0,0,0,137.89,0,0,137.89
6,Rajshahi Division,108,135,141.02,0,0,0,19,19,524.91,19,19,524.91
53,Dinajpur,10,8,7,0,0,0,12,0,36,12,0,36
54,Gaibandha,16,16,16,0,0,0,0,0,48,0,0,48
55,Kurigram,5,4,5.33,0,0,0,0,0,51.18,0,0,51.18
56,Lalmonirhat,6,3,4.39,0,0,0,0,0,36.35,0,0,36.35
57,Nilphamari,8,8,8.10,0,0,0,15,22,38.29,15,22,38.29
58,Panchagar,25,18,18.47,0,0,0,0,0,25.2,0,0,25.2
59,Rangpur,5,8,6.83,0,0,0,0,0,46.61,0,0,46.61
60,Thakurgaon,9,8,8.36,0,0,0,0,0,61.52,0,0,61.52
7,Rangpur Divison,84,73,74.48,0,0,0,27,22,343.15,27,22,343.15
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Moulvibazar,3,3,3,0,0,0,5,4,6.04,5,4,6.04
63,Sunamganj,0,0,13,0,0,0,0,0,20,0,0,20
64,Sylhet,1,17,37.80,0,0,0,0,0,4.11,0,0,4.11
8,Sylhet Division,4,20,53.80,0,0,0,7,9,30.15,7,9,30.15
,BANGLADESH,1413,1388,1533.50,101,80,69.21,6082,5503,5401.32,6183,5583,"5470.5
3"
