District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
45,Bogura,1727,120,180,2,0,0,151,7,5195,153,153,5195
46,Joypurhat,290,112,94,12,0,0,307,19,1467,319,319,1467
47,Naogaon,1047,1243,1140,0,0,0,271,810,3677,271,271,3677
48,Natore,4749,34,150,273,0,1729,2623,0,20581,2896,2896,22062
49,Chapai Nawabganj,239,193,132,0,0,0,351,43,502,351,351,502
50,Pabna,1703,0,220,0,0,978,1043,10,2568,1043,1043,2766
51,Rajshahi,3736,730,930,30,0,34,2242,70,18218,2272,2272,18713
52,Sirajganj,279,0,45,0,0,0,305,8,300,305,305,419
6,Rajshahi Division,13769,2432,2891,317,0,2741,7293,967,52508,7610,7610,54801
53,Dinajpur,418,442,430,0,0,244,181,58,430,181,181,430
54,Gaibandha,141,153,140,0,0,0,60,17,181,60,60,209
55,Kurigram,177,179,137,0,0,0,91,34,327,91,91,327
56,Lalmonirhat,117,119,133,0,0,0,72,20,153,72,72,153
57,Nilphamari,74,84,115,0,0,0,38,21,147,38,38,147
58,Panchagar,30,33,30,0,0,0,16,12,15,16,16,15
59,Rangpur,230,248,148,0,0,0,81,23,380,81,81,380
60,Tahkurgaon,45,47,50,0,0,0,22,38,85,22,22,85
7,Rangpur Division,1232,1305,1183,0,0,244,561,223,1718,561,561,1746
61,Habigonj,130,0,46,0,0,28,110,0,0,110,110,0
62,Moulvibazar,21,0,20,0,0,0,41,0,0,41,41,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,5,0,254,0,0,0,1,0,1,1,1,1
8,Sylhet Division,156,0,320,0,0,0,152,0,1,152,152,1
BANGLADESH,,92333,25979,26099,2489,24,7626,34485,2697,136569,36974,24890,35355
