District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
42,Mymensingh,6943,1117,1618,26,296,342,8200,18438,1942,8226,7449,10969
43,Netrokona,1174,5,350,0,0,0,1324,0,18336,1324,22778,7951
44,Sherpur,681,73,198,0,0,0,910,0,8000,910,885,1942
5,"Mymensingh
Division",10477,2096,2654,26,296,342,15797,23801,590,15823,35771,25598
45,Bogura,2643,389,656,0,100,0,7620,9347,1056,7620,7739,8000
46,Joypurhat,611,679,180,48,140,228,622,562,11218,670,679,719
47,Naogaon,1111,319,291,47,0,0,3066,988,692,3113,2337,2420
48,Natore,4349,523,1105,0,0,0,11300,10584,10797,11300,11085,11218
49,Chapai Nawabganj,325,4,97,38,0,0,698,392,3646,736,13211,14728
50,Pabna,3182,682,834,9234,302,186,2440,7107,2670,11674,11809,11862
51,Rajshahi,2089,124,611,1500,695,745,10684,6766,2113,12184,12184,12157
52,Sirajganj,1900,216,580,0,0,0,3807,3123,656,3807,3962,3957
6,Rajshahi Division,16211,3236,4355,10867,1237,1159,40237,38869,672,51104,36006,65059
53,Dinajpur,1726,236,530,0,0,0,2452,2982,188,2452,2108,2670
54,Gaibandha,1113,591,337,0,0,0,1941,1721,1753,1941,2029,2113
55,Kurigram,355,88,104,0,0,0,586,733,684,586,747,656
56,Lalmonirhat,295,42,89,29,0,0,663,808,11237,692,615,672
57,Nilphamari,715,93,212,1,0,0,1659,2144,1461,1660,1304,1396
58,Panchagar,584,102,177,38,97,100,1424,1555,29235,1462,158,1802
59,Rangpur,1062,152,318,65,0,0,116,1606,2902,181,2370,2501
60,Thakurgaon,287,59,86,0,0,0,704,745,1351,704,683,684
7,Rangpur Divison,6137,1363,1854,133,97,100,9545,12294,8649,9678,10014,12494
61,Habiganj,878,696,336,0,132,0,3065,3923,1461,3065,1461,1461
62,Moulvibazar,1170,509,344,0,359,494,2935,3106,2922,2935,2922,2935
63,Sunamganj,808,237,363,21,0,0,3509,2848,3041,3530,3041,2902
64,Sylhet,1544,105,385,528,71,92,2528,1659,92,3056,3058,3512
8,Sylhet Division,4400,1547,1428,549,562,586,12037,11536,7516,12586,10482,10810
,BANGLADESH,192544,77213,77153,48755,35570,33788,396512,430363,272144,445267,473075,479669
