District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
20,Gazipur,18,207,212,174,193,99,2827,1606,1635,3001,1799,1734
21,Gopalganj,19,367,749,3235,36,123,7285,3028,2953,10520,3064,3076
22,Kishoreganj,25,1254,322,270,320,272,4740,5315,4805,5010,5635,5077
23,Madaripur,0,480,408,0,0,0,6334,6090,6574,6334,6090,6574
24,Manikganj,5,814,903,80,70,78,5568,3839,4304,5648,3909,4382
25,Munshiganj,0,75,140,0,0,0,1274,1220,1155,1274,1220,1155
26,Narayanganj,26,46,150,0,0,0,1555,1580,1535,1555,1580,1535
27,Narsingdi,67,109,150,0,0,0,1873,19061,2167,1873,19061,2167
28,Rajbari,124,657,800,4811,5650,5187,4587,5213,4528,9398,10863,9715
29,Shariatpur,0,38,1535,0,0,0,6425,6242,5996,6425,6242,5996
30,Tangail,14,266,611,105,98,103,3480,3149,3503,3585,3247,3606
3,Dhaka Division,1139,4948,7590,8895,6692,6083,53038,63695,46361,61933,70387,52444
31,Bagerhat,287,777,1010,5629,0,0,17428,23538,23959,23057,23538,23959
32,Chuadanga,109,112,740,800,811,592,1321,760,794,2121,1571,1386
33,Jashore,2569,1552,1587,3879,3969,3985,8540,8508,8544,12419,12477,12529
34,Jhenaidah,67,406,1210,354,361,360,23,13309,12728,377,13670,13088
35,Khulna,655,950,1126,1063,985,993,7637,6936,7370,8700,7921,8363
36,Kushtia,648,807,1220,708,725,708,13550,14700,14988,14258,15425,15696
,,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20,2017-18,2018-19,2019-20
37,Magura,101,187,610,652,757,625,2230,2372,2610,2882,3129,3235
38,Meherpur,71,157,520,0,0,0,711,699,763,711,699,763
39,Narail,30,478,1030,394,1489,1487,6408,3869,3887,6802,5358,5374
40,Satkhira,182,642,1812,747,963,428,4132,4266,5033,4879,5229,5461
4,Khulna Division,4719,6068,1130,14226,10060,9178,61980,78957,80676,76206,89017,89854
41,Jamalpur,0,254,820,0,0,4,5363,3249,3357,5363,3249,3357
42,Mymensingh,57,11593,2679,385,296,342,18438,16740,17610,18796,17036,17952
43,Netrokona,0,7,190,0,0,0,0,3926,4505,0,3926,4505
44,Sherpur,0,103,146,0,0,0,0,1024,947,0,1024,947
5,"Mymensingh
Division",57,11957,3835,358,296,342,23801,24939,26419,24159,25235,26761
45,Bogura,4,453,720,109,100,0,9347,7808,8211,9456,7908,8211
46,Joypurhat,17,96,583,131,140,228,562,587,490,693,727,718
47,Naogaon,68,133,210,0,0,0,988,956,977,988,956,977
48,Natore,0,527,615,0,0,0,10584,16353,13039,10584,16353,13039
49,Chapai Nawabganj,88,114,150,27,0,0,392,451,489,419,451,489
50,Pabna,0,762,777,303,302,186,7107,6952,6226,7410,7254,6412
51,Rajshahi,80,419,531,593,695,745,6766,7679,9035,7359,8374,9780
52,Sirajganj,0,172,175,0,0,0,3123,3146,3081,3123,3146,3081
6,Rajshahi Division,257,2676,3761,1163,1237,1159,38869,43932,41548,40032,45169,42707
53,Dinajpur,103,396,420,0,0,0,2982,3834,3580,2982,3834,3580
54,Gaibandha,393,318,241,0,0,0,1721,1745,1884,1721,1745,1884
55,Kurigram,54,80,79,0,0,0,733,740,729,733,740,729
56,Lalmonirhat,25,49,79,0,0,0,808,894,921,808,891,921
57,Nilphamari,68,108,114,1,0,0,2144,2073,1971,2145,2073,1971
58,Panchagar,86,127,132,95,97,100,1555,1581,1621,1650,1678,1721
59,Rangpur,63,118,135,57,0,0,1606,1948,1903,1663,1948,1903
60,Tahkurgaon,374,654,461,0,0,0,745,746,749,745,746,749
7,Rangpur Division,1166,1850,1661,153,97,100,12294,13561,13358,12447,13658,13458
61,Habigonj,0,1287,1368,0,132,0,3923,5156,4046,3923,5288,4046
62,Moulvibazar,150,389,176,428,359,494,3106,3484,3041,3534,3843,3535
63,Sunamganj,0,257,175,0,0,0,2848,2808,2733,2848,2808,2733
64,Sylhet,28,34,367,71,71,92,1659,1661,1409,1730,1732,1501
8,Sylhet Division,178,1967,2086,499,562,586,11536,13109,11229,12035,13671,11815
BANGLADESH,,10365,88740,89786,36612,35570,33788,430363,396026,378085,466975,431596,411873
