District/ Division,,2018-19,,,,,2019-20,,,,
,,Area,,Yield Rate,,Production,Area,,Yield Rate,,Production
31,Bagerhat,61599,24928,40.76,3.760,93720,47783,19337,44.08,4.066,78622
32,Chuadanga,74129,29998,42.77,3.945,118346,73735,29839,40.58,3.743,111690
33,Jashore,334387.25,135319,47.63,4.393,594508,333856,135104,47.58,4.389,592940
34,Jhenaidah,206253,83466,48.45,4.469,373011,191712,77582,48.75,4.497,348860
35,Khulna,55890,22617,43.53,4.015,90813,62965,25481,39.21,3.617,92156
36,Kushtia,77670,31431,45.46,4.193,131798,75820,30683,43.66,4.027,123565
,,Area,,Yield Rate,,Production,Area,,Yield Rate,,Production
,,Acres,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton),Acres,Hectors,"Acres
(Maund)","Hectors
(M.
Ton)",(M. Ton)
37,Magura,85375,34549,41.62,3.839,132636,82370,33333,38.92,3.590,119666
38,Meherpur,49584,20066,40.06,3.695,74145,47308,19145,41.23,3.803,72807
39,Narail,78991,31966,44.80,4.132,132094,72517,29346,46.13,4.255,124868
40,Satkhira,146848,59426,42.67,3.936,233893,148792,60213,41.78,3.854,232047
4,"Khulna
Division",1170726,473767,45.19,4.169,1974964,1136858,460062,44.71,4.124,1897220
41,Jamalpur,224519,90858,39.89,3.679,334306,222527,90052,40.03,3.692,332503
42,Mymensingh,534171,216167,41.54,3.832,828274,523923,212020,40.41,3.727,790285
43,Netrokona,396554,160477,42.02,3.876,621993,396601,160496,46.93,4.329,694755
44,Sherpur,119222,48247,43.96,4.055,195633,110683,44791,40.60,3.745,167739
5,"Mymensingh
Division",1274466,515748,41.63,3.839,1980206,1253734,507359,42.42,3.913,1985282
45,Bogura,417286,168866,39.91,3.681,621646,415127,167993,42.19,3.892,653759
46,Joypurhat,149800,60621,43.60,4.022,243795,158239,64036,40.64,3.749,240046
47,Naogaon,443087,179308,46.77,4.314,773541,437890,177204,47.22,4.356,771824
48,Natore,149712,60585,48.53,4.476,271203,142443,57644,47.01,4.336,249953
49,"Chapai
Nawabganj",111056,44942,39.19,3.615,162459,113947,46112,45.26,4.175,192506
50,Pabna,130942,52989,40.76,3.760,199223,123340,49913,44.79,4.131,206211
51,Rajshahi,156749,63433,42.61,3.930,249312,153209,62000,41.19,3.799,235561
52,Sirajganj,316885,128236,47.91,4.419,566703,318063,128713,47.27,4.360,561211
6,"Rajshahi
Division",1875517,758981,44.11,4.068,3087882,1862258,753615,44.76,4.128,3111072
53,Dinajpur,392417,158803,42.65,3.934,624733,396122,160302,44.03,4.061,651036
54,Gaibandha,229356,92815,39.85,3.676,341166,236858,95851,41.29,3.809,365057
55,Kurigram,"195243.
43",79011,44.57,4.111,324823,179495,72638,42.34,3.905,283681
56,Lalmonirhat,66225,26800,39.06,3.603,96556,54659,22119,40.12,3.701,81856
57,Nilphamari,117266,47455,42.61,3.930,186514,106452,43079,42.06,3.880,167128
58,Panchagar,65248,26404,44.14,4.071,107505,59790,24196,44.90,4.142,100208
59,Rangpur,201474,81532,41.83,3.858,314582,201785,81658,42.39,3.910,319286
60,Thakurgaon,122575,49603,40.06,3.695,183291,123650,50038,39.52,3.645,182406
7,"Rangpur
Divison",1389804,562423,42.01,3.875,2179169,1358811,549881,42.40,3.911,2150657
61,Habiganj,185617,75115,33.08,3.051,229198,190900,77253,35.03,3.231,249617
62,Moulvibazar,125355.42,50729,34.25,3.159,160262,125918,50956,38.06,3.511,178889
63,Sunamganj,441824.26,178797,37.24,3.435,614167,435591,176274,39.54,3.647,642899
64,Sylhet,150314.19,60829,32.53,3.001,182520,168415,68154,33.87,3.124,212923
8,"Sylhet
Division",903110.9,365469,35.19,3.246,1186147,920824,372637,37.37,3.447,1284328
,Bangladesh,9612304.6,3889889,42.82,3.950,15364347,9496436,3843000,43.61,4.022,15457679
