District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
40,Satkhira,177,149,255,0,0,0,96,52,297.07,96,52,297.07
4,Khulna Division,2452,2358,2317,0,0,0,1959,1132,6574.76,1959,1132,6574.76
41,Jamalpur,385,192,455,0,0,0,446,460,1451.71,446,460,1451.71
42,Mymensingh,683,152,511,0,0,0,1220,259,1149.04,1220,259,1149.04
43,Netrokona,338,73,250,0,0,0,260,118,1294.77,260,118,1294.77
44,Sherpur,1447,38,311,0,0,0,1043,176,1429.29,1043,176,1429.29
5,"Mymensingh
Division",2853,1695,1527,0,0,0,2969,1013,5324.81,2969,1013,5324.81
45,Bogura,348,140,301,0,0,0,397,354,1625.47,397,354,1625.47
46,Joypurhat,228,106,273,0,0,0,238,235,1126.62,238,235,1126.62
47,Naogaon,110,116,252,0,0,0,173,91,1300.38,173,91,1300.38
48,Natore,294,70,263,0,0,0,261,165,1317.19,261,165,1317.19
49,Chapai Nawabganj,72,32,152,0,0,0,72,34,173.76,72,34,173.76
50,Pabna,520,115,285,0,4,0,1585,585,807.13,1585,1585,1585
51,Rajshahi,72,49,172,0,0,0,461,63,274.65,461,63,274.65
52,Sirajganj,275,82,223,0,0,0,361,122,672.61,361,122,672.61
6,Rajshahi Division,1919,1843,1921,0,4,0,3548,1649,7297.81,3548,1653,7297.81
53,Dinajpur,342,90,227,0,0,0,430,207,1098.59,430,207,1098.59
54,Gaibandha,133,27,110,0,0,0,74,33,358.72,74,33,358.72
55,Kurigram,257,25,182,0,0,0,213,93,493.25,213,93,493.25
56,Lalmonirhat,241,54,206,0,0,0,296,137,689.42,296,137,689.42
57,Nilphamari,280,15,155,0,0,0,229,98,650.19,229,98,650.19
58,Panchagar,33,17,112,0,0,0,58,27,145.73,58,27,145.73
59,Rangpur,57,10,147,0,0,0,31,16,168.15,31,16,168.15
60,Thakurgaon,16,2,98,0,0,0,7,3,16.82,7,3,16.82
7,Rangpur Divison,1358,1362,1236,0,0,0,1338,614,3620.87,1338,614,3620.87
61,Habiganj,68,75,153,0,0,0,55,47,291.46,55,47,291.46
62,Moulvibazar,50,3,138,0,0,0,8,5,106.5,8,5,106.5
63,Sunamganj,39,8,132,0,3,16.82,8,2,16.82,8,5,33.64
64,Sylhet,2,4,109,0,0,0,3,2,16.82,3,2,16.82
8,Sylhet Division,159,175,532,0,3,16.82,74,56,431.60,74,59,448.42
BANGLADESH,,20137,18104,18732,12,30,67.27,17040,8544,48624.02,17052,8574,48691.29
