District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
32,Chuadanga,66.15,65.50,65.09,0,0.00,0.00,638.98,631.63,596.76,638.98,631.63,596.76
33,Jashore,204.53,176.68,175.58,0,0.00,0.00,936.05,942.54,971.20,936.05,942.54,971.20
34,Jhenaidah,51.35,49.63,50.46,0,0.00,0.00,403.57,371.61,409.93,403.57,371.61,409.93
35,Khulna,10.58,10.73,11.00,0,0.00,0.00,89.68,91.41,92.51,89.68,91.41,92.51
36,Kushtia,29.00,29.00,34.00,0,0.00,0.00,470.83,442.80,449.91,470.83,442.80,449.91
37,Magura,34.60,34.39,37.18,0,0.00,0.00,610.95,541.16,653.45,610.95,541.16,653.45
38,Meherpur,50.30,41.10,40.78,0,0.00,0.00,224.20,158.80,131.15,224.20,158.80,131.15
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
39,Narail,316.14,309.69,300.17,0,0.00,0.00,784.71,774.79,777.34,784.71,774.79,777.34
40,Satkhira,137.13,138.01,139.62,0,0.00,0.00,437.20,376.21,363.92,437.20,376.21,363.92
4,Khulna Division,928.68,884.54,898.53,0,0.00,0.00,4842.79,4571.68,4703.29,4842.79,"4571.6
8","4703.2
9"
41,Jamalpur,289,297.00,289.00,0,0.00,0.00,1003.31,1285.64,1316.01,1003.31,"1285.6
4","1316.0
1"
42,Mymensingh,536,490.00,487.00,0,0.00,0.00,257.83,539.68,388.05,257.83,539.68,388.05
43,Netrokona,222.57,224.00,257.00,0,0.00,0.00,229.81,262.12,281.19,229.81,262.12,281.19
44,Sherpur,269.48,121.00,122.00,0,0.00,0.00,532.48,457.72,388.05,532.48,457.72,388.05
5,"Mymensingh
Division",1317.05,1132.00,1155.00,0,0.00,0.00,2023.43,2545.16,2373.30,2023.43,"2545.1
6","2373.3
0"
45,Bogura,158.54,153.00,149.00,0,0.00,0.00,898.05,917.70,731.11,898.05,917.70,731.11
46,Joypurhat,35.80,49.00,40.00,0,0.00,0.00,694.92,645.73,376.80,694.92,645.73,376.80
47,Naogaon,100.46,28.00,37.00,0,0.00,0.00,574.63,455.02,500.53,574.63,455.02,500.53
48,Natore,58.90,57.00,70.00,0,0.00,0.00,758.93,798.38,804.22,758.93,798.38,804.22
49,Chapai Nawabganj,30.51,32.00,33.00,0,0.00,0.00,187.88,205.61,230.58,187.88,205.61,230.58
50,Pabna,65.08,73.00,53.00,0,0.00,0.00,805.72,782.35,669.25,805.72,782.35,669.25
51,Rajshahi,43.72,43.00,41.00,0,0.00,0.00,129.20,119.89,118.10,129.20,119.89,118.10
52,Sirajganj,29.49,29.00,28.00,0,0.00,0.00,644.58,615.68,590.51,644.58,615.68,590.51
6,Rajshahi Division,522.50,464.00,451.00,0,0.00,0.00,4693.91,4540.36,4021.10,4693.91,"4540.3
6","4021.1
0"
53,Dinajpur,73,72.00,73.00,0,0.00,0.00,1143.44,1097.16,1147.29,1143.44,"1097.1
6","1147.2
9"
54,Gaibandha,26.83,29.32,34.00,0,0.00,0.00,189.45,195.67,197.12,189.45,195.67,197.12
55,Kurigram,29.31,42.71,43.00,0,0.00,0.00,500.03,468.00,519.09,500.03,468.00,519.09
56,Lalmonirhat,72.14,63.91,63.64,0,0.00,0.00,615.66,543.56,539.50,615.66,543.56,539.50
57,Nilphamari,23.47,23.60,23.36,0,0.00,0.00,290.86,343.57,380.57,290.86,343.57,380.57
58,Panchagar,16.01,24.47,14.39,0,0.00,0.00,140.13,135.03,109.38,140.13,135.03,109.38
59,Rangpur,12.13,10.85,12.21,0,0.00,0.00,161.99,156.51,162.13,161.99,156.51,162.13
60,Thakurgaon,2.37,2.39,2.40,0,0.00,0.00,18.55,23.83,26.03,18.55,23.83,26.03
7,Rangpur Divison,255.26,269.25,266.00,0,0.00,0.00,3060.11,2963.33,3081.11,3060.11,"2963.3
3","3081.1
1"
61,Habiganj,79.17,78.17,67.39,0,0.00,0.00,122.36,139.62,149.37,122.36,139.62,149.37
62,Moulvibazar,221.36,222.05,220.95,0,0.00,0.00,19.73,18.60,19.06,19.73,18.60,19.06
63,Sunamganj,134,102.12,97.00,14.18,88.33,85.95,9.91,45.43,46.21,24.09,133.76,132.16
64,Sylhet,4,0.54,0.55,0,0.00,0.00,16.82,1.73,2.98,16.82,1.73,2.98
8,Sylhet Division,438.53,402.88,385.89,14.18,88.33,85.95,168.82,205.38,217.62,183,293.71,303.57
BANGLADESH,,8429.83,7988.49,7894.84,292.59,1000.96,900.08,29751.27,30617.43,2961.74,30043.86,31618.39,30517.82
