District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
29,Shariatpur,"1215.5
0","1204.8
6","1199.1
2",0,0.00,0.00,1785,853.30,810.90,1785,853.30,810.90
30,Tangail,497.84,508.10,518.26,0,0.00,0.00,670,706.23,727.80,670,706.23,727.80
3,Dhaka Division,"4640.1
0","4667.9
0","4680.8
2",29,20.69,33.33,7012,"6379.4
3","6416.3
5",7041,"6400.1
2","6449.6
8"
31,Bagerhat,490.66,497.46,494.30,0,0.00,0.00,490,497.00,484.00,490,497.00,484.00
32,Chuadanga,99.24,99.60,99.08,0,0.00,0.00,236,239.00,240.00,236,239.00,240.00
33,Jashore,549.52,553.80,688.38,0,0.00,0.00,891,893.00,898.00,891,893.00,898.00
34,Jhenaidah,211.32,212.90,219.34,0,0.00,0.00,391,395.00,412.00,391,395.00,412.00
35,Khulna,508.14,509.60,509.36,0,0.00,0.00,584,589.00,588.00,584,589.00,588.00
36,Kushtia,255.72,255.34,417.08,0,0.00,0.00,1215,"1206.0
0","1612.0
0",1215,"1206.0
0","1612.0
0"
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
37,Magura,514.24,510.60,504.20,0,0.00,0.00,1200,"1178.0
0","1149.0
0",1200,"1178.0
0","1149.0
0"
38,Meherpur,63.36,66.04,81.30,0,0.00,0.00,138,156.00,211.00,138,156.00,211.00
39,Narail,106.88,107.04,106.76,0,0.00,0.00,162,162.00,161.00,162,162.00,161.00
40,Satkhira,417.50,420.64,426.80,0,0.00,0.00,701,719.00,731.00,701,719.00,731.00
4,Khulna Division,"3216.5
8","3233.0
2","3546.6
0",0,0.00,0.00,6008,"6034.0
0","6486.0
0",6008,"6034.0
0","6486.0
0"
41,Jamalpur,324.08,328.22,342.72,0,0.00,0.00,506,534.00,583.00,506,534.00,583.00
42,Mymensingh,"1207.3
4","1180.4
4","1160.0
0",0,0.00,0.00,1629,"1616.0
0","1609.0
0",1629,"1616.0
0","1609.0
0"
43,Netrokona,287.50,289.46,380.80,0,0.00,0.00,721,673.00,875.00,721,673.00,875.00
44,Sherpur,178.96,180.32,181.16,0,0.00,0.00,324,326.00,318.00,324,326.00,318.00
5,"Mymensingh
Division","1997.8
8","1978.4
4","2064.6
8",0,0.00,0.00,3180,"3149.0
0","3385.0
0",3180,"3149.0
0","3385.0
0"
45,Bogura,344.42,303.42,344.96,0,0.00,300.66,639,534.63,328.86,639,534.63,629.52
46,Joypurhat,131.86,133.68,132.94,0,0.00,0.00,226,237.28,213.00,226,237.28,213.00
47,Naogaon,230.34,234.96,240.56,0,0.00,0.00,382,305.23,749.43,382,305.23,749.43
48,Natore,549.46,548.88,551.74,0,0.00,0.00,1004,"1004.5
1","1008.4
5",1004,"1004.5
1","1008.4
5"
49,Chapai Nawabganj,119.88,124.23,128.06,0,0.00,0.00,254,271.54,288.77,254,271.54,288.77
50,Pabna,360.02,364.10,306.52,0,0.00,0.00,1022,914.52,628.32,1022,914.52,628.32
51,Rajshahi,217.64,236.38,236.56,0,0.00,0.00,644,692.17,692.73,644,692.17,692.73
52,Sirajganj,256.40,261.44,261.50,114,0.00,0.00,448,554.56,566.36,562,554.56,566.36
6,Rajshahi Division,"2210.0
2","2207.1
8","2202.8
4",114,0.00,300.66,4619,"4514.4
4","4475.9
2",4733,"4514.4
4","4776.5
8"
53,Dinajpur,163.24,150.44,142.04,0,0.00,0.00,163,157.00,153.00,163,157.00,153.00
54,Gaibandha,65.58,65.82,65.82,0,0.00,0.00,64,71.42,71.42,64,71.42,71.42
55,Kurigram,84.66,83.68,85.26,0,0.00,0.00,171,132.85,124.62,171,132.85,124.62
56,Lalmonirhat,191.66,169.18,195.26,0,0.00,0.00,90,157.00,188.56,90,157.00,188.56
57,Nilphamari,169.70,168.90,166.88,0,0.00,0.00,293,304.68,310.14,293,304.68,310.14
58,Panchagar,95.80,97.08,97.98,0,0.00,0.00,128,138.71,145.37,128,138.71,145.37
59,Rangpur,125.58,127.24,137.40,0,0.00,0.00,233,242.22,245.48,233,242.22,245.48
60,Thakurgaon,49.86,37.94,50.54,0,0.00,0.00,72,51.74,76.78,72,51.74,76.78
7,Rangpur Divison,946.08,900.28,941.18,0,0.00,0.00,1214,"1255.6
2","1315.3
7",1214,"1255.6
2","1315.3
7"
61,Habiganj,62.52,68.02,69.54,1,1.25,1.25,88,103.70,119.61,89,104.95,120.86
62,Moulvibazar,46.76,48.24,50.04,0,0.00,0.00,113,100.13,101.28,113,100.13,101.28
63,Sunamganj,50.32,52.36,53.20,0,0.00,0.00,69,83.00,86.00,69,83.00,86.00
64,Sylhet,95.60,91.04,87.46,3,6.83,7.02,115,105.27,108.10,118,112.10,115.12
8,Sylhet Division,255.20,259.66,260.24,4,8.08,8.27,385,392.10,414.99,389,400.18,423.26
BANGLADESH,,"17995.
18","17975.
34","18335.
92",537,426.81,803.88,29472,"28878.
94","29637.
35",30009,"29305.
75","30441.
23"
