District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
34,Jhenaidah,0.33,0.38,0.23,0,0.00,0.00,0.01,1.00,0.68,0.01,1.00,0.68
35,Khulna,19,18.58,18.60,0,0.00,0.00,114,106.00,102.87,114,106.00,102.87
36,Kushtia,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
37,Magura,13,9.47,7.67,0,0.00,0.00,155,37.00,30.81,155,37.00,30.81
38,Meherpur,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
39,Narail,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
40,Satkhira,60,82.15,86.48,0,0.00,0.00,103,76.00,76.04,103,76.00,76.04
4,Khulna Division,134.33,151.86,158.64,0,0.00,0.00,822.01,663.00,659.00,822.01,663.00,659.00
41,Jamalpur,41,43.00,43.00,0,0.00,0.00,188,194.00,198.00,188,194.00,198.00
42,Mymensingh,150,58.00,51.00,0,0.00,0.00,102,141.00,141.00,102,141.00,141.00
43,Netrokona,55,23.00,25.00,0,0.00,0.00,158,182.00,211.00,158,182.00,211.00
44,Sherpur,3,5.00,4.43,0,0.00,0.00,17,57.00,34.00,17,57.00,34.00
5,"Mymensingh
Division",249,362.00,280.75,0,0.00,0.00,465,574.00,584.00,465,574.00,584.00
45,Bogura,0.18,0.00,0.00,0,0.00,0.00,0.53,1.00,1.00,0.53,1.00,1.00
46,Joypurhat,2,2.00,2.00,0,0.00,0.00,21,21.00,16.00,21,21.00,16.00
47,Naogaon,2,1.00,1.00,0,0.00,0.00,1.43,0.00,6.00,1.43,0.00,6.00
48,Natore,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,0,1.00,0.00
49,Chapai Nawabganj,0.10,0.00,0.00,0,0.00,0.00,0.52,0.00,1.00,0.52,0.00,1.00
50,Pabna,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,0,1.00,0.00
51,Rajshahi,0,2.00,3.00,0,0.00,0.00,0,3.00,3.00,0,3.00,3.00
52,Sirajganj,0.48,1.00,1.00,0,0.00,0.00,3,4.00,4.00,3,4.00,4.00
6,Rajshahi Division,4.76,182.00,201.68,0,0.00,0.00,26.48,31.00,31.00,26.48,31.00,31.00
53,Dinajpur,0.18,0.31,0.31,0,0.00,0.00,2.48,1.80,1.69,2.48,1.80,1.69
54,Gaibandha,1,1.41,2.04,0,0.00,0.00,3.65,5.88,9.83,3.65,5.88,9.83
55,Kurigram,0.50,2.00,2.20,0,0.00,0.00,1.85,41.04,31.51,1.85,41.04,31.51
56,Lalmonirhat,8,8.06,8.17,0,0.00,0.00,11,10.85,11.26,11,10.85,11.26
57,Nilphamari,1,1.88,2.13,0,0.00,0.00,20,27.67,27.17,20,27.67,27.17
58,Panchagar,2,2.13,2.66,0,0.00,0.00,4,4.65,5.67,4,4.65,5.67
59,Rangpur,2,3.32,3.77,0,0.00,0.00,22,64.00,63.46,22,64.00,63.46
60,Thakurgaon,2,3.88,3.89,0,0.00,0.00,32,32.40,34.68,32,32.40,34.68
7,Rangpur Divison,16.68,386.57,356.49,0,0.00,0.00,96.98,188.29,185.27,96.98,188.29,185.27
61,Habiganj,0,2.15,4.39,0,0.00,0.00,0,1.72,5.94,0,1.72,5.94
62,Moulvibazar,9,10.73,10.79,0,0.00,0.00,82,67.10,70.46,82,67.10,70.46
63,Sunamganj,300,257.00,258.00,0,0.00,0.00,228,231.00,235.00,228,231.00,235.00
64,Sylhet,1,14.00,22.51,0,0.00,14.34,11,35.40,56.51,11,35.40,70.85
8,Sylhet Division,310,283.88,295.69,0,0.00,14.34,321,335.22,367.91,321,335.22,382.25
BANGLADESH,,5106.77,3376.84,3186.75,41,1187.81,56.39,10490.47,9492.17,10154.05,10531.47,10679.98,10210.44
