District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
37,Magura,695,591.12,571.04,1040,1050.30,1141.59,4334,4296.69,4791.98,5374,5346.99,5933.57
38,Meherpur,,130.60,130.25,,0.00,0.00,,1349.00,1238.81,,1349.00,1238.81
39,Narail,943,942.55,942.27,0,0.00,0.00,8667,8644.00,8618.10,8667,8644.00,8618.10
40,Satkhira,1741,1742.20,1768.42,1841,1859.05,1855.61,15195,"15102.9
5","15012.7
9",17036,"16962.0
0","16868.4
0"
4,Khulna Division,9040,8551.00,8439.70,16589,"16437.4
6","15390.9
9",101420,"99112.5
0","98174.3
3",118009,"115549.
96","113565.
32"
41,Jamalpur,512,513.00,513.00,0,0.00,0.00,4882,5028.00,4979.00,4882,5028.00,4979.00
42,Mymensingh,1667,1558.00,1575.00,0,0.00,0.00,10983,"12205.0
0","12253.0
0",10983,"12205.0
0","12253.0
0"
43,Netrokona,521,588.00,549.00,0,0.00,0.00,4924,5497.00,5317.00,4924,5497.00,5317.00
44,Sherpur,199,201.00,201.00,0,0.00,0.00,2011,2073.00,2073.00,2011,2073.00,2073.00
5,"Mymensingh
Division",2899,2860.00,2838.00,0,0.00,0.00,22800,"24803.0
0","24622.0
0",22800,"24803.0
0","24622.0
0"
45,Bogura,328,329.00,326.00,0,0.00,0.00,7981,8695.00,8986.00,7981,8695.00,8986.00
46,Joypurhat,134,113.00,113.00,0,194.25,182.78,185,1317.75,1238.22,185,1512.00,1421.00
47,Naogaon,285,276.00,257.00,11,2.68,2.92,2444,2702.32,2965.08,2455,2705.00,2968.00
48,Natore,667,776.00,762.00,0,0.00,0.00,9702,"10106.0
0","10097.0
0",9702,"10106.0
0","10097.0
0"
49,Chapai Nawabganj,106,109.00,160.00,0,0.00,0.00,805,889.00,1009.00,805,889.00,1009.00
50,Pabna,725,727.00,153.00,1058,1059.56,258.41,10756,"10871.4
4",9544.59,11814,"11931.0
0",9803.00
51,Rajshahi,860,875.00,876.00,1177,1125.25,1094.52,10515,"10162.7
5","10280.4
8",11692,"11288.0
0","11375.0
0"
52,Sirajganj,172,176.00,168.00,310,0.00,0.00,3358,4670.00,4679.00,3668,4670.00,4679.00
6,Rajshahi Division,3277,3381.00,2815.00,2556,2381.74,1538.63,45746,"49414.2
6","48799.3
7",48302,"51796.0
0","50338.0
0"
53,Dinajpur,260,324.08,335.00,0,0.00,0.00,2094,2077.00,2359.00,2094,2077.00,2359.00
54,Gaibandha,584,580.68,580.68,0,0.00,0.00,2209,2206.98,2206.98,2209,2206.98,2206.98
55,Kurigram,90,85.93,93.39,0,0.00,0.00,535,553.43,565.65,535,553.43,565.65
56,Lalmonirhat,82,74.89,75.00,0,0.00,0.00,652,754.26,758.54,652,754.26,758.54
57,Nilphamari,103,106.04,108.33,1,1.74,1.64,1576,1653.70,1697.11,1577,1655.44,1698.75
58,Panchagar,126,127.43,125.31,57,56.71,48.64,2027,1997.96,1777.25,2084,2054.67,1825.89
59,Rangpur,153,154.20,155.75,0,0.00,0.00,2423,2311.00,2390.92,2423,2311.00,2390.92
60,Thakurgaon,59,58.30,58.34,0,0.00,0.00,694,709.09,709.61,694,709.09,709.61
7,Rangpur Divison,1457,1511.55,1531.80,58,58.45,50.28,12210,"12263.4
2","12465.0
6",12268,"12321.8
7","12515.3
4"
61,Habiganj,731,780.02,1020.35,0,0.00,0.00,5448,3569.19,4303.58,5448,3569.19,4303.58
62,Moulvibazar,269,258.69,261.51,0,0.00,0.00,4381,4566.38,4580.86,4381,4566.38,4580.86
63,Sunamganj,182,187.00,178.00,0,0.00,0.00,3006,3120.00,3352.00,3006,3120.00,3352.00
64,Sylhet,2191,1063.00,1059.00,63,104.27,105.60,1352,1290.73,1335.40,1415,1395.00,1441.00
8,Sylhet Division,3373,2288.71,2518.86,63,104.27,105.60,14187,"12546.3
0","13571.8
4",14250,"12650.5
7","13677.4
4"
,BANGLADESH,62576,"61093.8
9","55360.2
8",30827,"33939.8
6","32470.1
0",411881,"424915.
38","424618.
11",442708,"458855.
24","457088.
21"
