District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
24,Manikganj,110,160.39,162.00,246,271.88,277.85,1442.52,1365,1496.91,1519,1714.40,1774.76
25,Munshiganj,92,94.26,94.42,24,25.89,25.56,262.94,461,559.07,516,288.83,584.63
26,Narayanganj,57,68.19,67.30,224,235.65,230.59,646.76,933,635.36,931,882.41,865.95
27,Narsingdi,147,182.92,294.44,870,2075.71,2498.99,911.77,1680,1351.41,1471,2987.48,3850.40
28,Rajbari,90,102.76,105.49,1000,936.85,1001.25,1011.75,729,1032.35,2001,1948.60,2033.60
29,Shariatpur,120,236.77,185.84,21,20.90,24.75,1925.57,1894,1968.35,1929,1946.47,1993.10
30,Tangail,390,399.07,405.97,1055,999.91,1046.01,3311.09,5719,3945.99,5273,4311.00,4992.00
3,Dhaka Division,1759,2302.79,2226.92,5652,7760.91,8119.44,14400.99,19603,16503.34,21388,22161.90,24622.78
31,Bagerhat,90,92.98,82.57,0,23.22,22.88,993.38,1014,993.72,1026,1016.60,1016.60
32,Chuadanga,69,71.51,71.99,1407,1427.31,1380.53,535.39,4104,582.17,1939,1962.70,1962.70
33,Jashore,150,242.08,171.29,1688,1691.39,1086.14,1588.21,3242,2193.46,3307,3279.60,3279.60
34,Jhenaidah,107,111.27,115.88,700,732.84,768.27,508.16,1150,472.73,1190,1241.00,1241.00
35,Khulna,200,240.71,220.73,234,286.76,305.53,1029.02,1020,1010.25,1099,1315.78,1315.78
36,Kushtia,126,132.00,129.00,1407,1452.46,1312.34,4139.54,4779,4279.66,5518,5592.00,5592.00
37,Magura,95,315.57,204.47,1470,1441.88,1471.23,961.42,2404,932.07,2449,2403.30,2403.30
38,Meherpur,55,53.55,61.64,1164,935.60,1046.47,364.40,1073,430.41,1590,1300.00,1476.88
39,Narail,29,202.34,203.13,286,647.34,647.74,727.06,1680,729.00,1388,1374.40,1376.74
40,Satkhira,200,362.94,366.16,730,749.15,751.08,881.45,2224,885.48,1693,1630.60,1636.56
4,Khulna Division,1121,1824.95,1626.86,9086,9387.95,8792.21,11728.03,22690,12508.95,21199,21115.98,21301.16
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
41,Jamalpur,155,342.00,363.00,527,797.47,438.92,6017.53,2950,3751.08,3255,6815.00,4190.00
42,Mymensingh,400,417.00,918.16,683,860.81,860.91,5063.19,3921,4985.09,4798,5924.00,5846.00
43,Netrokona,60,113.00,121.07,39,59.23,152.58,1346.77,1254,1316.42,950,1406.00,1469.00
44,Sherpur,115,112.00,109.64,44,37.60,8.00,998.77,1506,1229.00,1049,1036.37,1237.00
5,"Mymensingh
Division",730,984.00,1511.87,1293,1755.11,1460.41,13426.26,9631,11281.59,10052,15181.37,12742.00
45,Bogura,277,257.00,258.00,2228,7485.97,1908.63,3688.97,4100,2010.37,4862,"11174.9
4",3919.00
46,Joypurhat,47,103.00,103.00,363,425.20,488.54,230.80,585,270.46,563,656.00,759.00
47,Naogaon,70,134.00,138.00,123,145.63,283.25,1734.37,1914,1772.75,1556,1880.00,2056.00
48,Natore,330,516.00,515.00,4591,4285.16,4620.60,3542.84,13049,3425.40,8135,7828.00,8046.00
49,Chapai Nawabganj,86,85.00,65.00,489,530.37,594.78,966.63,1229,702.22,1375,1497.00,1297.00
50,Pabna,399,446.00,257.00,731,590.22,590.38,3875.78,3127,3941.62,4537,4466.00,4532.00
51,Rajshahi,175,304.00,1382.00,776,7485.97,7688.77,1552.03,7785,1911.23,2881,9038.00,9600.00
52,Sirajganj,180,351.00,352.00,744,63.62,78.45,3037.38,2986,3206.55,2881,3101.00,3285.00
6,Rajshahi Division,1564,2196.00,3070.00,10045,21012.14,16253.40,18628.80,34775,17240.60,26790,39640.94,33494.00
53,Dinajpur,158,257.00,248.00,553,567.90,412.07,1797.10,1884,1583.93,2472,2365.00,1996.00
54,Gaibandha,147,155.61,164.00,556,648.93,664.99,1105.87,1620,1142.41,1525,1754.80,1807.40
55,Kurigram,70,104.49,103.78,74,68.92,73.62,708.74,1544,780.00,1073,777.66,853.62
56,Lalmonirhat,75,94.44,94.44,136,135.63,132.85,682.71,741,669.26,773,818.34,802.11
57,Nilphamari,72,75.09,77.70,190,171.30,169.95,1085.71,1671,1072.28,1383,1257.01,1242.23
58,Panchagar,65,67.76,68.91,444,451.42,477.81,854.50,1025,889.05,1270,1305.92,1366.86
59,Rangpur,100,108.32,115.17,444,379.14,507.78,1032.56,1371,1217.42,1482,1411.70,1725.20
60,Thakurgaon,44,42.58,126.40,41,37.04,38.44,550.29,524,569.46,580,587.33,607.90
7,Rangpur Divison,731,905.29,998.40,2438,2460.28,2477.51,7817.48,10380,7923.81,10558,10277.76,10401.32
61,Habiganj,20,42.22,45.02,296,167.80,96.26,445.49,481,539.30,510,613.29,635.56
62,Moulvibazar,45,171.54,164.75,47,49.04,50.89,976.98,1195,1002.79,919,1026.02,1053.68
63,Sunamganj,60,165.00,169.00,38,46.92,49.45,479.08,570,476.55,470,526.00,526.00
64,Sylhet,55,92.00,392.59,224,299.45,314.45,577.55,1084,570.55,606,877.00,885.00
8,Sylhet Division,180,470.76,771.36,605,563.21,511.05,2479.10,3330,2589.19,2505,3042.31,3100.24
,BANGLADESH,8414,12299.79,"17981.8
1",38533,53176.05,48158.90,94174.61,135809,97157.92,125758,"147350.6
6",145316.82
