District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
52,Sirajganj,42.79,47,48.14,0,0,0.00,648.64,710,777.22,648.64,710,777.22
6,Rajshahi Division,1104.28,1222,1163.28,366.10,376.40,112.84,8750.51,8148.6,8912.86,"9116.6
1",8525,9025.70
53,Dinajpur,141,137,137.95,31.66,32.35,32.96,1118.34,1120.65,1180.79,1150,1153,1213.75
54,Gaibandha,64.85,82.34,73.67,0,0,0.00,453.46,264.42,437.84,453.46,264.42,437.84
55,Kurigram,48.72,51.18,53.83,0,0,0.00,411.25,402.32,415.70,411.25,402.32,415.70
56,Lalmonirhat,180.19,182.51,203.66,0,0,0.00,642.76,653.81,575.04,642.76,653.81,575.04
57,Nilphamari,88.64,97.03,96.87,18.05,20.52,11.90,1478.40,1536.45,1383.26,"1496.4
5",1556.97,1395.16
58,Panchagar,185.41,184.51,189.73,155.59,148.16,144.96,1424.91,1361.84,1399.38,"1580.5
0",1510.00,1544.34
59,Rangpur,114.29,115,115.73,0,0,0.00,1301.50,1313.60,1324.31,"1301.5
0",1313.60,1324.31
60,Thakurgaon,105.19,106.13,106.34,88.28,96.84,98.71,415.14,463.48,474.61,503.42,560.32,573.32
7,Rangpur Divison,928.29,955.70,977.78,293.58,297.87,288.53,7245.76,7116.57,7190.93,"7539.3
4",7414.44,7479.46
61,Habiganj,375.22,377.41,367.68,0,0,0.00,1424.58,834.09,1354.97,"1424.5
8",834.09,1354.97
62,Moulvibazar,285.20,215.18,159.34,1155.21,824.89,826.60,2619.09,2000.51,1907.59,"3774.3
0",2825.40,2734.19
63,Sunamganj,107,118,119.00,0,0,0.00,3118,3299,3320.00,3118,3299,3320.00
64,Sylhet,516,610,597.00,223.79,229.12,231.88,198.60,984.23,881.72,422.39,1213.35,1113.60
8,Sylhet Division,1283.42,1320.59,1243.02,1379,1054.01,1058.48,7360.27,7117.83,7464.28,"8739.2
7",8171.84,8522.76
BANGLADESH,,"13969.9
8","13982.1
2",12800.07,8039.81,6701.33,5565.90,70626.01,"69663.3
0",66219.38,"78665.
82","76364.6
3",71785.28
