District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
23,Madaripur,0,0,2.35,0,0,4.83,0,0,0.84,0,0,5.67
24,Manikganj,0,0,0.60,0,0,1.50,0,0,0.00,0,0,1.50
25,Munshiganj,0.60,0.70,0.66,3.15,3.15,3.69,0.01,0,0.00,3.16,3.15,3.69
26,Narayanganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
27,Narsingdi,9.70,8.30,7.32,26,27,27.72,0.10,0,0.02,26.10,27,27.74
28,Rajbari,0,4.33,0.00,0,56.29,0.00,0,7.71,0.00,0,64,0.00
29,Shariatpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
30,Tangail,0,0,95.60,0,0,457.62,0,0,39.56,0,0,497.18
3,Dhaka Division,15.16,32.46,131.60,33.52,97.95,515.40,4.69,14.47,47.18,38.21,112.42,562.58
31,Bagerhat,5.50,5.56,4.79,45.48,49.90,42.71,0.06,0.07,0.07,45.54,49.97,42.78
32,Chuadanga,3.79,92.31,90.05,0,163.78,332.93,13.95,4.29,6.68,13.95,168.07,339.61
33,Jashore,0,0,64.94,0,0,212.53,0,0,2.41,0,0,214.94
34,Jhenaidah,64.34,154,183.49,143.69,1598.09,1718.29,5.31,18.91,22.82,149,1617,"1741.1
1"
35,Khulna,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
36,Kushtia,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
37,Magura,0,0,24.22,0,0,5.40,0,0,0.07,0,0,5.47
38,Meherpur,0,0,4.79,0,0,5.09,0,0,1.46,0,0,6.55
39,Narail,0,0,3.15,0,0,0.00,0,0,0.00,0,0,0.00
40,Satkhira,0,0,13.73,0,0,54.99,0,0,2.27,0,0,57.26
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
4,Khulna Division,73.63,251.87,389.16,189.17,1811.77,2371.94,19.32,23.27,35.78,208.49,"1835.0
4","2407.7
2"
41,Jamalpur,3,3,18.00,0,0,1.25,0,0,5.75,0,0,7.00
42,Mymensingh,4,4,44.00,0,0,123.69,0,0,28.31,0,0,152.00
43,Netrokona,2,2,17.00,0,0,56.18,0,0,0.06,0,0,56.24
44,Sherpur,2,2,10.00,0,0,8.56,0,0,0.00,0,0,8.56
5,"Mymensingh
Division",11,11,89.00,0,0,189.68,0,0,34.12,0,0,223.80
45,Bogura,0.30,1,5.37,0,0.99,7.11,1.01,0.01,0.01,1.01,1,7.12
46,Joypurhat,0,0,1.91,0,0,10.82,0,0,1.25,0,0,12.07
47,Naogaon,17,34,35.47,42.98,140.92,425.22,0.02,0.08,0.42,43,141,425.64
48,Natore,66,83,125.70,384.34,649.66,1604.99,133.66,3.34,4.31,518,653,"1609.3
0"
49,Chapai Nawabganj,0,10,20.34,0,50.95,99.18,0,0.05,0.01,0,51,99.19
50,Pabna,0,0,6.39,0,0,40.33,0,0,0.00,0,0,40.33
51,Rajshahi,18.17,19.11,31.20,32.89,42.95,156.60,0.01,0.04,0.00,32.90,42.99,156.60
52,Sirajganj,1,1.01,1.67,9.60,6.84,13.13,0,2.33,0.67,9.60,9.17,13.80
6,Rajshahi Division,102.47,148.12,228.05,469.81,892.31,2357.38,134.70,5.85,6.67,604.51,898.16,2364.05
53,Dinajpur,26.91,31,31.07,29.18,39.98,68.63,0.15,0.02,0.88,29.33,40,69.51
54,Gaibandha,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
56,Lalmonirhat,1,1.10,1.16,0,2.80,6.71,0,0,0.01,0,2.80,6.72
57,Nilphamari,7.59,8.07,8.34,99.62,98.75,100.74,0.25,0.30,0.41,99.87,99.05,101.15
58,Panchagar,4.53,4.67,6.08,4.35,4.58,5.67,0.01,0,0.01,4.36,4.58,5.68
59,Rangpur,8.40,7.80,7.81,37.83,20.49,20.32,0.17,1.20,1.25,38,21.69,21.57
60,Thakurgaon,2.45,4.30,2.90,32.76,0.63,0.64,32.46,0.01,0.00,65.22,0.64,0.64
7,Rangpur Divison,50.88,56.94,57.36,203.74,167.23,202.71,33.04,1.53,2.56,236.78,168.76,205.27
61,Habiganj,0,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,0,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0.00
63,Sunamganj,0,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0.00
8,Sylhet Division,0,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0.00
BANGLADESH,,349.69,717.53,1135.40,942.30,3094.47,5807.16,196.40,59.37,152.13,1138.70,3153.84,5959.29
