District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
40,Satkhira,804,804.64,804.27,381.32,178.49,320.09,5561.68,5029.73,4903.33,5943,"5208.2
2","5223.4
2"
4,Khulna Division,2123.13,2072.38,1954.57,760.22,547.50,695.66,24096.78,"21725.1
6","24077.7
3",24857,"22272.
66","24773.
39"
41,Jamalpur,42,43.00,56.00,0,0.00,0.00,8,10.57,12.00,8,10.57,12.00
42,Mymensingh,0,23.00,22.00,0,0.00,0.00,0,49.76,47.00,0,49.76,47.00
43,Netrokona,1.30,1.30,1.30,0,0.00,0.00,4,4.30,4.00,4,4.30,4.00
44,Sherpur,15,15.00,15.00,0,0.00,0.00,71,71.56,62.00,71,71.56,62.00
5,"Mymensingh
Division",58.30,82.30,94.30,0,0.00,0.00,83,136.19,125.00,83,136.19,125.00
45,Bogura,105.14,110.00,284.00,0,0.00,0.00,759,615.60,627.98,759,615.60,627.98
46,Joypurhat,36.36,25.00,25.00,0,0.00,0.00,274.52,272.00,278.97,274.52,272.00,275.97
47,Naogaon,204.69,178.00,178.00,0,0.00,0.00,2429,2409.00,2419.33,2429,"2409.0
0","2419.3
3"
48,Natore,151.72,194.00,193.00,0,0.00,0.00,1402.89,2016.66,2019.31,1402.89,"2016.6
6","2019.3
1"
49,Chapai Nawabganj,55.17,143.00,143.00,0,0.00,0.00,573.43,610.27,609.07,573.43,610.27,609.07
50,Pabna,154.34,157.00,157.00,0,0.00,0.00,443.59,655.62,653.96,443.59,655.62,653.96
51,Rajshahi,369.84,395.00,395.00,0,0.00,0.00,3767.89,3538.99,3547.78,3767.89,"3538.9
9","3547.7
8"
52,Sirajganj,3.36,3.00,65.00,0,0.00,0.00,23,23.00,30.81,23,23.00,30.80
6,Rajshahi Division,1080.62,1205.00,1440.00,0,0.00,0.00,9673.32,"10141.1
4","10184.2
1",9673.32,"10141.
14","10184.
21"
53,Dinajpur,45.10,45.00,47.00,0,0.00,0.00,186,189.00,180.00,186,189.00,180.00
54,Gaibandha,7.66,7.60,8.03,0,0.00,0.00,23.41,25.98,26.55,23.41,25.98,26.55
55,Kurigram,0.95,2.47,2.50,0,0.00,0.00,3.85,6.14,6.15,3.85,6.14,6.15
56,Lalmonirhat,17.58,17.54,18.84,0,0.00,0.00,156.94,151.25,160.40,156.94,151.25,160.40
57,Nilphamari,1.85,1.98,1.95,0,0.00,0.00,13.93,18.49,21.09,13.93,18.49,21.09
58,Panchagar,2.23,0.81,2.93,0,0.00,0.00,0.66,1.50,2.75,0.66,1.50,2.75
59,Rangpur,16.88,13.52,16.21,0,0.00,0.00,107.63,113.55,124.50,107.63,113.55,124.50
60,Tahkurgaon,1.24,1.27,1.49,0,0.00,0.00,19.76,16.15,21.95,19.76,16.15,21.95
7,Rangpur Division,93.49,90.19,98.95,0,0.00,0.00,512.18,522.06,543.39,512.18,522.06,543.39
61,Habigonj,0,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
62,Moulvibazar,2.71,2.71,2.71,0,0.00,0.00,15.6,16.90,17.40,15.6,16.90,17.40
63,Sunamganj,0,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
64,Sylhet,0,0,0,0,0.00,0.00,0.59,0.00,0.00,0.59,0.00,0.00
8,Sylhet Division,2.71,2.71,2.71,0,0.00,0.00,16.19,16.90,17.40,16.19,16.90,17.40
BANGLADESH,,"10106.2
0","10238.1
7",9456.76,885.22,603.86,788.94,56683.83,"56296.3
4","57821.1
6",57569.05,56900.20,58610.10
