District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
30,Tangail,66,78.71,83.85,0,61.76,58.96,0,687.80,676.84,0,749.56,735.80
3,Dhaka Division,651,529.05,533.15,310,257.49,190.77,1416,2912.65,2785.04,1726,3170.14,2975.81
31,Bagerhat,32,32.73,32.83,0,0,0.00,248,260.19,209.00,248,260.19,209.00
32,Chuadanga,4,3.96,3.90,0,0,0.00,15,16.02,16.00,15,16.02,16.00
33,Jashore,57,81.06,80.40,36,29.95,28.43,252,228.54,227.57,288,258.49,256.00
34,Jhenaidah,24,32.25,34.70,0,25.47,0.00,77,48.23,73.00,77,73.70,73.00
35,Khulna,58,47.32,51.38,0,0,0.00,107,121.13,132.00,107,121.13,132.00
36,Kushtia,5,4,3.00,0,0,0.00,32,31,20.00,32,31,20.00
37,Magura,15,15.80,17.07,0,0,0.00,170,100.55,98.00,170,100.55,98.00
38,Meherpur,3,3.20,3.09,0,0,0.00,2,1.77,2.00,2,1.77,2.00
39,Narail,60,62.55,68.75,10,0,0.00,15,26,26.00,25,26,26.00
40,Satkhira,53,77.77,78.63,15,14.33,0.00,92,98.36,114.00,107,112.69,114.00
4,Khulna Division,311,360.64,373.75,61,69.75,28.43,1010,931.79,917.57,1071,1001.54,946.00
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
41,Jamalpur,196,210,201.00,0,0,0.00,1126,1096,1136.00,1126,1096,"1136.0
0"
42,Mymensingh,351,548,551.00,172,0,0.00,2001,2187,2111.00,2173,2187,"2111.0
0"
43,Netrokona,100,118,201.00,0,0,0.00,812,914,968.00,812,914,968.00
44,Sherpur,53,53,52.48,0,0,0.00,493,490,489.00,493,490,489.00
5,Mymensingh Division,700,929,1005.48,172,0,0.00,4432,4687,4704.00,4604,4687,4704.00
45,Bogura,91,110,110.20,0,0,0.00,395,408,480.00,395,408,480.00
46,Joypurhat,27,27,29.80,0,0,0.00,381,173.55,194.00,381,173.55,194.00
47,Naogaon,55,56,61.40,39,29.53,29.34,485,376.47,399.66,524,406,429.00
48,Natore,10,13.34,21.00,0,0,5.91,156,167.78,167.09,156,167.78,173.00
49,Chapai Nawabganj,1,0.10,0.10,0,0,0.00,4,0.39,0.41,4,0.39,0.41
50,Pabna,3,3.55,3.40,0,0,0.00,26,27,28.00,26,27,28.00
51,Rajshahi,32,39.89,40.30,0,0,0.00,133,147.68,145.00,133,147.68,145.00
52,Sirajganj,23,21.00,21.00,0,0,0.00,288,284,281.00,288,284,281.00
6,Rajshahi Division,242,270.88,287.20,39,29.53,35.25,1868,1584.87,1695.16,1907,1614.40,1730.41
53,Dinajpur,51,57.78,56.00,0,0,0.00,309,325.79,338.00,309,325.79,338.00
54,Gaibandha,34,34.10,31.05,0,0,0.00,279,274.86,190.81,279,274.86,190.81
55,Kurigram,23,26.86,32.75,0,0,0.00,210,279.55,184.29,210,279.55,184.29
56,Lalmonirhat,105,172.44,191.87,0,0,0.00,751,752.3,772.92,751,752.30,772.92
57,Nilphamari,65,48.21,49.51,0,0,0.00,515,454.69,439.85,515,454.69,439.85
58,Panchagar,49,45.90,46.23,0,0,0.00,423,345.07,365.40,423,345.07,365.40
59,Rangpur,17,19.25,19.40,0,0,0.00,46,237,247.23,46,237,247.23
60,Thakurgaon,22,23.06,23.79,0,0,0.00,453,460.41,251.31,453,460.41,251.31
7,Rangpur Divison,366,427.60,450.60,0,0,0.00,2986,3129.67,2789.81,2986,3129.67,2789.81
61,Habiganj,8,20.27,40.40,0,0,0.00,28,41.37,61.83,28,41.37,61.83
62,Moulvibazar,132,149.78,188.54,0,0,0.00,671,599.46,520.45,671,599.46,520.45
63,Sunamganj,124,266,120.00,0,0,0.00,671,665,669.00,671,665,669.00
64,Sylhet,131,144.21,156.55,0,0,13.79,205,311.60,337.22,205,311.60,351.01
8,Sylhet Division,395,580.26,505.49,0,0,13.79,1575,1617.43,1588.50,1575,1617.43,1602.29
BANGLADESH,,5050,5205.25,5101.22,666,442.05,348.94,17440,18406.58,18147.46,18106,18848.63,18496.40
