District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
37,Magura,1147,695,591.12,625,1040,1050.30,5739,4334,4296.69,5639,5374,5346.99
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
38,Meherpur,,,130.60,,,0.00,,,1349.00,,,1349.00
39,Narail,611,943,942.55,1487,0,0.00,"45588969
1",8667,8644.00,8275,8667,8644.00
40,Satkhira,1331,1741,1742.20,428,1841,1859.05,47736,15195,"15102.9
5",17161,17036,"16962.0
0"
4,Khulna Division,13785,9040,8551.00,9178,16589,16437.46,3707,101420,99112.50,116248,118009,"115549.9
6"
41,Jamalpur,4888,512,513.00,0,0,0.00,7951,4882,5028.00,4736,4882,5028.00
42,Mymensingh,1618,1667,1558.00,342,0,0.00,1942,10983,"12205.0
0",10969,10983,"12205.0
0"
43,Netrokona,350,521,588.00,0,0,0.00,18336,4924,5497.00,2844,4924,5497.00
44,Sherpur,198,199,201.00,0,0,0.00,8000,2011,2073.00,1942,2011,2073.00
5,"Mymensingh
Division",2654,2899,2860.00,342,0,0.00,590,22800,24803.00,20491,22800,24803.00
45,Bogura,656,328,329.00,0,0,0.00,1056,7981,8695.00,8000,7981,8695.00
46,Joypurhat,180,134,113.00,228,0,194.25,11218,185,1317.75,719,185,1512.00
47,Naogaon,291,285,276.00,0,11,2.68,692,2444,2702.32,2420,2455,2705.00
48,Natore,1105,667,776.00,0,0,0.00,10797,9702,"10106.0
0",11218,9702,"10106.0
0"
49,Chapai Nawabganj,97,106,109.00,0,0,0.00,3646,805,889.00,782,805,889.00
50,Pabna,834,725,727.00,186,1058,1059.56,2670,10756,"10871.4
4",11862,11814,"11931.0
0"
51,Rajshahi,611,860,875.00,745,1177,1125.25,2113,10515,"10162.7
5",12157,11692,"11288.0
0"
52,Sirajganj,580,172,176.00,0,310,0.00,656,3358,4670.00,3955,3668,4670.00
6,Rajshahi Division,4355,3277,3381.00,1159,2556,2381.74,672,45746,49414.26,51113,48302,51796.00
53,Dinajpur,530,260,324.08,0,0,0.00,188,2094,2077.00,2670,2094,2077.00
54,Gaibandha,337,584,580.68,0,0,0.00,1753,2209,2206.98,2113,2209,2206.98
55,Kurigram,104,90,85.93,0,0,0.00,684,535,553.43,656,535,553.43
56,Lalmonirhat,89,82,74.89,0,0,0.00,11237,652,754.26,672,652,754.26
57,Nilphamari,212,103,106.04,0,1,1.74,1461,1576,1653.70,1396,1577,1655.44
58,Panchagar,177,126,127.43,100,57,56.71,29235,2027,1997.96,1802,2084,2054.67
59,Rangpur,318,153,154.20,0,0,0.00,2902,2423,2311.00,2501,2423,2311.00
60,Thakurgaon,86,59,58.30,0,0,0.00,1351,694,709.09,684,694,709.09
7,Rangpur Divison,1854,1457,1511.55,100,58,58.45,8649,12210,"12263.4
2",12494,12268,12321.87
61,Habiganj,336,731,780.02,0,0,0.00,1461,5448,3569.19,1461,5448,3569.19
62,Moulvibazar,344,269,258.69,494,0,0.00,2922,4381,4566.38,2935,4381,4566.38
63,Sunamganj,363,182,187.00,0,0,0.00,3041,3006,3120.00,2902,3006,3120.00
64,Sylhet,385,2191,1063.00,92,63,104.27,92,1352,1290.73,3512,1415,1395.00
8,Sylhet Division,1428,3373,2288.71,586,63,104.27,7516,14187,12546.30,10810,14250,12650.57
,BANGLADESH,77154,62576,61093.89,33788,30827,33939.86,272144,411881,"424915.3
8",445630,442708,"458855.2
4"
