District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.
Tons)",,
38,Meherpur,5800,6050,6048,6244,10935,11296,2067,2659,3935,8311,13594,15231
39,Narail,1370,1629,1632,1479,2581,2578,3903,5145,5197,5382,7726,7775
40,Satkhira,2034,3161,4081,7342,5796,6092,3168,4202,4284,10510,9998,10376
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
4,Khulna Division,19400,23873,26013,48164,52429,52803,72265,77376,87891,120429,129805,"14069
4"
41,Jamalpur,2142,2664,2635,807,316,319,9695,12476,12647,10502,12792,12966
42,Mymensingh,24500,6934,6951,1954,506,909,19703,21214,21864,21657,21720,22773
43,Netrokona,29,4404,4375,21,195,149,19917,28495,29539,19938,28690,29688
44,Sherpur,437,2355,2353,89,196,214,109776,11272,11373,11065,11468,11587
5,"Mymensingh
Division",27108,16357,16314,2871,1213,1591,60291,73457,75423,63162,74670,77014
45,Bogura,3147,3148,3422,447,822,618,22328,21612,24053,22775,22434,24671
46,Joypurhat,1643,883,833,269,394,500,3338,4172,5479,3607,4566,5979
47,Naogaon,4457,6061,29488,10146,27567,33298,18634,12626,14863,28780,40193,48161
48,Natore,2757,4083,3881,30806,13808,8359,46183,47206,13297,76989,61014,21656
49,Chapai Nawabganj,62800,63886,65905,159728,119801,130699,27446,13587,14062,187174,133388,144761
50,Pabna,2337,2480,2305,7279,7283,7341,27536,27472,27747,34815,34755,35088
51,Rajshahi,27339,35724,35764,163245,168459,161357,71858,77513,78926,235103,245972,240283
52,Sirajganj,855,772,764,282,329,363,27241,23218,20951,27523,23547,21314
6,Rajshahi Division,"10533
5","11703
7","14236
2",372202,338463,342535,244564,227406,199378,616766,565869,541913
53,Dinajpur,5818,1534,9310,16665,15820,16627,25155,25976,28206,41820,41796,44833
54,Gaibandha,1723,1818,1807,35,37,48,13293,13462,13837,13328,13499,13885
55,Kurigram,1145,1173,863,295,316,626,10180,10728,11039,10475,11044,11665
56,Lalmonirhat,579,899,905,2676,2282,2298,3937,3428,3437,6613,5710,5735
57,Nilphamari,577,595,687,646,1254,1302,8578,8966,9149,9224,10220,10451
58,Panchagar,1631,1934,1901,5503,5919,5789,9219,9937,9720,14722,15856,15509
59,Rangpur,110,951,976,6762,6543,6570,18276,17134,17255,25038,23677,23825
60,Thakurgaon,3995,4179,3725,11133,11449,12201,16906,17518,18468,28039,28967,30669
7,Rangpur Divison,16568,13083,20174,43715,43620,45461,105544,107149,111111,149259,150769,156572
61,Habiganj,200,17256,13353,107,2546,1206,10178,33547,21850,10285,36093,23056
62,Moulvibazar,101,777,1065,0,165,169,6269,5773,5968,6269,5938,6137
63,Sunamganj,109,1667,1394,2930,3410,0,11087,10505,6122,14017,13915,6122
64,Sylhet,113,1487,1557,96,115,310,4900,4863,4398,4996,4978,4708
8,Sylhet Division,523,21187,17369,3133,6236,1685,32434,54688,38338,35567,60924,40023
BANGLADESH,,235348,286823,299054,516647,473222,473460,705721,741375,733986,"122236
8","121459
7","120744
6"
