District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
,,,,,,,,,,,,,7
34,Jhenaidah,51,57,57.93,48,254.37,256.46,1237,1235.63,1236.18,1493,1490,"1492.6
4"
35,Khulna,55,243.53,210.15,256,16.02,0.00,1199,1177.98,1251.60,1199,1194,"1251.6
0"
36,Kushtia,19,16,16.00,0,0,0.00,592,696,704.00,592,696,704.00
37,Magura,2,131.76,117.41,0,0,0.00,1880,1799,1688.46,1880,1799,"1688.4
6"
38,Meherpur,23,22.18,21.97,0,0,0.00,325,330,232.33,325,330,232.33
39,Narail,500,522.77,516.69,0,0,0.00,6942,6456,4548.47,6942,6456,"4548.4
7"
40,Satkhira,298,804,804.64,158,381.32,178.49,3177,5561.68,5029.73,3335,5943,"5208.2
2"
4,Khulna Division,1153,2123.13,2072.38,488,760.22,547.50,20735,"24096.7
8","21725.1
6",21223,24857,"22272.
66"
41,Jamalpur,3,42,43.00,0,0,0.00,9,8,10.57,9,8,10.57
42,Mymensingh,0,0,23.00,0,0,0.00,0,0,49.76,0,0,49.76
43,Netrokona,1,1.30,1.30,0,0,0.00,5,4,4.30,5,4,4.30
44,Sherpur,15,15,15.00,0,0,0.00,70,71,71.56,70,71,71.56
5,"Mymensingh
Division",19,58.30,82.30,0,0,0.00,84,83,136.19,84,83,136.19
45,Bogura,40,105.14,110.00,0,0,0.00,480,759,615.60,480,759,615.60
46,Joypurhat,36,36.36,25.00,0,0,0.00,157,274.52,272.00,157,274.52,272.00
47,Naogaon,90,204.69,178.00,0,0,0.00,3163,2429,2409.00,3163,2429,"2409.0
0"
48,Natore,60,151.72,194.00,0,0,0.00,2015,1402.89,2016.66,2015,"1402.8
9","2016.6
6"
49,Chapai Nawabganj,56,55.17,143.00,0,0,0.00,629,573.43,610.27,629,573.43,610.27
50,Pabna,100,154.34,157.00,0,0,0.00,452,443.59,655.62,452,443.59,655.62
51,Rajshahi,70,369.84,395.00,0,0,0.00,3985,3767.89,3538.99,3985,"3767.8
9","3538.9
9"
52,Sirajganj,3,3.36,3.00,0,0,0.00,23,23,23.00,23,23,23.00
6,Rajshahi Division,455,1080.62,1205.00,0,0,0.00,10904,9673.32,"10141.1
4",10904,"9673.3
2","10141.
14"
53,Dinajpur,44,45.10,45.00,0,0,0.00,0,186,189.00,0,186,189.00
54,Gaibandha,8,7.66,7.60,0,0,0.00,186,23.41,25.98,186,23.41,25.98
55,Kurigram,1,0.95,2.47,0,0,0.00,6,3.85,6.14,6,3.85,6.14
56,Lalmonirhat,18,17.58,17.54,0,0,0.00,156,156.94,151.25,156,156.94,151.25
57,Nilphamari,2,1.85,1.98,0,0,0.00,10,13.93,18.49,10,13.93,18.49
58,Panchagar,44,2.23,0.81,0,0,0.00,2,0.66,1.50,2,0.66,1.50
59,Rangpur,19,16.88,13.52,0,0,0.00,125,107.63,113.55,125,107.63,113.55
60,Tahkurgaon,1,1.24,1.27,0,0,0.00,18,19.76,16.15,18,19.76,16.15
7,"Rangpur
Division",137,93.49,90.19,0,0,0.00,503,512.18,522.06,503,512.18,522.06
61,Habigonj,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,3,2.71,2.71,0,0,0.00,15,15.6,16.90,15,15.6,16.90
63,Sunamganj,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0,0,0,0.00,0,0.59,0.00,0,0.59,0.00
8,Sylhet Division,3,2.71,2.71,0,0,0.00,15,16.19,16.90,15,16.19,16.90
BANGLADESH,,6837,"10106.2
0","10238.1
7",2221,885.22,603.86,43946,"56683.8
3","56296.3
4",46167,57569.05,56900.20
