District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
21,Gopalganj,2348,2319,256.00,35,39,0.00,1992,2926,2826.44,2027,2965,"2826.4
4"
22,Kishoreganj,84,94,20.38,0,0,0.00,48,47,63.07,48,47,63.07
23,Madaripur,2681,2670,539.25,0,0,0.00,5833,5817,5345.52,5833,5817,"5345.5
2"
24,Manikganj,1075,1100,221.38,199,92,99.97,2328,2631,2672.97,2527,2723,"2772.9
4"
25,Munshiganj,139,270,26.59,0,0,0.00,375,355,275.66,375,355,275.66
26,Narayanganj,81,90,13.52,0,0,0.00,267,272,258.86,267,272,258.86
27,Narsingdi,127,150,19.73,0,0,0.00,295,261,242.49,295,261,242.49
28,Rajbari,10772,9772,97.08,3,4,0.00,3537,3030,28.30,3540,3034,28.30
29,Shariatpur,1192,1092,159.40,1253,78,25.34,51,2453,603.76,1304,2531,629.10
30,Tangail,676,750,80.24,104,85,0.00,1888,1700,1219.49,1992,1785,"1219.4
9"
3,Dhaka Division,22061,21182,2069.27,2067,749,567.12,21931,24814,"18655.4
0",23998,25563,"19222.
52"
31,Bagerhat,2069,2070,239.63,160,160,173.25,1990,2066,1917.91,2150,2226,"2091.1
6"
32,Chuadanga,1347,1350,255.98,1995,1917,2121.38,3308,3298,3520.23,5303,5215,"5641.6
1"
33,Jashore,5060,5025,792.50,6063,4687,5500.94,6257,4955,7280.20,12320,9642,"12781.
14"
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
34,Jhenaidah,4427,4430,392.15,1754,1641,1648.20,8413,7794,7914.56,10167,9435,"9562.7
6"
35,Khulna,1476,2450,584.59,177,156,154.45,2437,2751,1919.14,2614,2907,"2073.5
9"
36,Kushtia,1593,940,169.00,236,233,227.18,3394,3373,3306.82,3630,3606,"3534.0
0"
37,Magura,1001,1000,109.01,0,0,0.00,1728,1652,1500.71,1728,1652,"1500.7
1"
38,Meherpur,163,160,20.23,0,0,0.00,279,258,239.74,279,258,239.74
39,Narail,994,1000,305.69,160,175,132.38,838,901,935.97,998,1076,"1068.3
5"
40,Satkhira,3280,3250,1468.12,811,785,781.88,3515,3235,3258.20,4326,4020,"4040.0
8"
4,Khulna Division,21726,21675,4336.90,11356,9754,"10739.6
6",32159,30283,"31793.4
8",43515,40037,"42533.
14"
41,Jamalpur,50,60,45.00,0,0,0.00,103,101,132.00,103,101,132.00
42,Mymensingh,2116,2016,608.00,0,0,0.00,2751,2897,400.00,2751,2897,400.00
43,Netrokona,8,10,3.00,0,0,0.00,10,11,111.00,10,11,111.00
44,Sherpur,39,40,12.00,0,0,0.00,717,181,339.00,717,181,339.00
5,"Mymensingh
Division",2213,2126,668.00,0,0,0.00,3581,3190,982.00,3581,3190,982.00
45,Bogura,1559,1550,298.97,0,0,0.00,5195,5239,5119.24,5195,5239,"5119.2
4"
46,Joypurhat,332,340,72.85,0,0,0.00,1467,1082,760.68,1467,1082,760.68
47,Naogaon,1588,1584,189.44,0,0,0.00,3677,3693,3794.08,3677,3693,"3794.0
8"
48,Natore,4059,406,803.55,1481,2240,2882.96,20581,21534,"28252.1
3",22062,23774,"31135.
09"
49,Chapai Nawabganj,172,52,55.36,0,0,0.00,502,523,537.91,502,523,537.91
50,Pabna,1647,1500,842.90,198,0,0.00,2568,3009,3084.79,2766,3009,"3084.7
9"
51,Rajshahi,3031,2831,504.05,495,403,489.64,18218,15758,"22281.1
9",18713,16161,"22770.
83"
52,Sirajganj,144,44,16.60,119,0,0.00,300,495,658.26,419,495,658.26
6,Rajshahi Division,12532,8307,2783.72,2293,2643,3372.60,52508,51333,"64488.2
8",54801,53976,"67860.
88"
53,Dinajpur,376,300,69.00,0,0,0.00,430,503,507.00,430,503,507.00
54,Gaibandha,139,351,27.25,28,27,25.90,181,194,156.73,209,221,182.63
55,Kurigram,179,100,49.39,0,0,0.00,327,237,223.68,327,237,223.68
56,Lalmonirhat,50,40,11.66,0,0,0.00,153,141,137.42,153,141,137.42
57,Nilphamari,63,50,8.55,0,0,0.00,147,106,132.84,147,106,132.84
58,Panchagar,25,20,3.22,0,0,0.00,15,21,14.30,15,21,14.30
59,Rangpur,221,100,37.66,0,0,0.00,380,376,331.40,380,376,331.40
60,Tahkurgaon,40,300,66.44,0,0,1.41,85,88,91.17,85,88,92.58
7,"Rangpur
Division",1094,1261,273.17,28,27,27.31,1718,1666,1594.54,1746,1693,"1621.8
5"
61,Habigonj,0,0,50.32,0,0,0.00,0,0,22.00,0,0,22.00
62,Moulvibazar,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
63,Sunamganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,9,1,0.73,0,0,0.00,1,12,0.63,1,12,0.63
8,Sylhet Division,9,1,51.05,0,0,0.00,1,12,22.63,1,12,22.63
BANGLADESH,,75260,68400,"39057.7
4",16178,13447,"16171.6
9",136569,136314,"136391.
94",152747,149761,"152563
.63"
