District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of
Inside & Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
40,Satkhira,74,94,361,0,140,67,2967,2318,1972,2967,2458,2039
4,Khulna Division,1075,1264,1509,181,309,245,17335,21883,17027,17516,22192,17272
41,Jamalpur,72,46,46,0,0,0,311,388,408,311,388,408
42,Mymensingh,248,696,683,0,0,0,1996,2617,2762,1996,2617,2762
43,Netrokona,1,56,50,0,0,0,536,491,373,536,491,373
44,Sherpur,37,87,100,0,0,0,617,1138,1802,617,1138,1802
5,"Mymensingh
Division",358,885,879,0,0,0,3460,4634,5345,3460,4634,5345
45,Bogura,258,255,255,0,0,0,11392,7683,7683,11392,7683,7683
46,Joypurhat,24,48,48,131,0,0,448,748,752,579,748,752
47,Naogaon,599,302,302,0,0,0,5575,7048,7026,5575,7048,7026
48,Natore,175,140,140,0,0,0,6927,3668,3668,6927,3668,3668
49,Chapai Nawabganj,88,180,180,0,37,0,999,927,925,999,964,925
50,Pabna,68,70,70,88,0,0,2772,2619,2617,2860,2619,2617
51,Rajshahi,501,482,512,0,0,0,5099,4348,4276,5099,4348,4276
52,Sirajganj,190,482,95,0,0,0,1580,2057,2058,1580,2057,2058
6,Rajshahi Division,1903,1959,1602,219,37,0,34792,29098,29005,35011,29135,29005
53,Dinajpur,86,100,88,0,0,0,632,682,736,632,682,736
54,Gaibandha,18,22,23,0,0,0,304,267,263,304,267,263
55,Kurigram,12,24,11,0,0,0,97,88,91,97,88,91
56,Lalmonirhat,5,5,5,0,0,0,27,25,39,27,25,39
57,Nilphamari,5,5,4,0,0,0,87,86,76,87,86,76
58,Panchagar,4,5,5,0,0,0,148,83,89,148,83,89
59,Rangpur,19,20,22,0,0,0,384,389,437,384,389,437
60,Tahkurgaon,7,10,7,0,0,0,132,135,136,132,135,136
7,"Rangpur
Division",156,191,165,0,0,0,1811,1755,1867,1811,1755,1867
61,Habigonj,238,200,152,18,0,0,2026,1178,288,2080,1178,288
62,Moulvibazar,17,47,40,0,0,0,529,364,281,529,364,281
63,Sunamganj,3,4,5,0,0,0,1,11,17,1,11,17
64,Sylhet,6,11,9,0,12,0,120,77,105,120,89,105
8,Sylhet Division,264,262,206,18,12,0,2712,1630,691,2730,1642,691
BANGLADESH,,81344,79666,15766,2083,1181,1138,159340,143474,143307,161423,144655,144445
