District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
49,Chapai Nawabganj,34,23.14,23.45,0,0,0.00,45,49.55,52.67,45,49.55,52.67
50,Pabna,10,4,4.21,0,0,0.00,8,8.56,9.47,8,8.56,9.47
51,Rajshahi,91,16.92,76.91,0,0,0.00,81,90.84,101.16,81,90.84,101.16
52,Sirajganj,15,5.34,5.42,0,0,0.00,10,14.94,15.99,10,14.94,15.99
6,Rajshahi Division,193,71.27,141.30,5,6.4,0.00,255,254.68,297.80,260,261.08,297.80
53,Dinajpur,37,26,28.00,0,0,0.00,60,65,65.00,60,65,65.00
54,Gaibandha,22,12.72,12.98,0,0,0.00,17,19.52,22.90,17,19.52,22.90
55,Kurigram,16,6.87,7.41,0,0,0.00,34,31.44,29.77,34,31.44,29.77
56,Lalmonirhat,35,8.64,13.71,0,0,0.00,17,18.94,24.77,17,18.94,24.77
57,Nilphamari,18,6.52,7.86,0,0,0.00,19,18.77,28.00,19,18.77,28.00
58,Panchagar,10,21.17,21.08,0,0,0.00,12,16.29,16.32,12,16.29,16.32
59,Rangpur,15,7.43,7.60,0,0,0.00,22,22.75,25.15,22,22.75,25.15
60,Thakurgaon,24,12.96,12.83,0,0,0.00,28,36.85,38.51,28,36.85,38.51
7,Rangpur Divison,177,102.31,111.47,0,0,0.00,209,229.56,250.42,209,229.56,250.42
61,Habiganj,0,0,2.08,0,0,0.00,0,0,1.16,0,0,1.16
62,Moulvibazar,5,5.32,4.28,0,0,0.00,5,4.50,3.56,5,4.5,3.56
63,Sunamganj,0,4,5.00,0,0,0.00,0,2,3.00,0,2,3.00
64,Sylhet,0,0.19,0.20,0,0,0.00,0,0.07,0.09,0,0.07,0.09
8,Sylhet Division,5,9.51,11.56,0,0,0.00,5,6.57,7.81,5,6.57,7.81
BANGLADESH,,1002,670.64,790.40,70,24.43,18.03,1442,1386.96,1424.61,1512,1411.39,1442.64
