District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
49,Chapai Nawabganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
50,Pabna,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
51,Rajshahi,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
52,Sirajganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6,Rajshahi Division,0,0,0.35,0,0,0.00,19,19,17.87,19,19,17.87
53,Dinajpur,0,0,0.20,0,0,0.00,0,0,7.03,0,0,7.03
54,Gaibandha,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
56,Lalmonirhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
57,Nilphamari,1,1,0.72,0,0,0.00,22,19,20.38,22,19,20.38
58,Panchagar,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
59,Rangpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
60,Thakurgaon,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7,Rangpur Divison,1,1,0.93,0,0,0.00,22,19,27.41,22,19,27.41
61,Habiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,0,0,0.16,0,0,0.00,4,5,4.40,4,5,4.40
63,Sunamganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
8,Sylhet Division,0,0,0.16,0,0,0.00,4,5,4.40,4,5,4.40
,BANGLADESH,52,74,74.21,47,19,18.47,1281,1610.50,1613.76,1328,"1629.5
0","1632.2
3"
