District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
40,Satkhira,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
4,Khulna Division,236,291.21,286.95,0,0,4.96,38,2269.92,2125.25,38,"2269.9
2","2130.2
1"
41,Jamalpur,35,34,36.00,0,0,0.00,0,27,35.00,0,27,35.00
42,Mymensingh,96,111,85.00,0,0,0.00,41,218,173.00,41,218,173.00
43,Netrokona,37,42,50.00,0,0,0.00,14,104,107.64,14,104,107.64
44,Sherpur,12,15,15.00,0,0,0.00,0,36,36.00,0,36,36.00
5,"Mymensingh
Division",180,202,186.00,0,0,0.00,55,391,351.64,55,391,351.64
45,Bogura,9,8.82,8.00,0,0,0.00,19,39.14,24.00,19,39.14,24.00
46,Joypurhat,7,9.28,9.00,0,0,0.00,0,25.97,23.00,0,25.97,23.00
47,Naogaon,16,17.78,18.00,0,0,0.00,0,41.05,31.00,0,41.05,31.00
48,Natore,3,2.07,2.00,0,0,0.00,0,11.08,10.00,0,11.08,10.00
49,Chapai Nawabganj,18,18.34,19.00,0,0,0.00,0,37.54,40.00,0,37.54,40.00
50,Pabna,16,16.31,17.00,0,0,0.00,0,113.39,128.00,0,113.39,128.00
51,Rajshahi,43,49.31,51.00,0,0,0.00,0,118.85,110.00,0,118.85,110.00
52,Sirajganj,23,19.11,26.00,0,0,0.00,0,137.89,130.00,0,137.89,130.00
6,Rajshahi Division,135,141.02,150.00,0,0,0.00,19,524.91,496.00,19,524.91,496.00
53,Dinajpur,8,7,15.00,0,0,0.00,0,36,41.00,0,36,41.00
54,Gaibandha,16,16,17.00,0,0,0.00,0,48,59.00,0,48,59.00
55,Kurigram,4,5.33,7.45,0,0,0.00,0,51.18,52.46,0,51.18,52.46
56,Lalmonirhat,3,4.39,8.32,0,0,0.00,0,36.35,28.77,0,36.35,28.77
57,Nilphamari,8,8.10,9.06,0,0,0.00,22,38.29,47.24,22,38.29,47.24
58,Panchagar,18,18.47,18.55,0,0,0.00,0,25.2,25.74,0,25.2,25.74
59,Rangpur,8,6.83,6.92,0,0,0.00,0,46.61,52.63,0,46.61,52.63
60,Thakurgaon,8,8.36,7.94,0,0,0.00,0,61.52,59.63,0,61.52,59.63
7,Rangpur Divison,73,74.48,90.24,0,0,0.00,22,343.15,366.47,22,343.15,366.47
61,Habiganj,0,0,1.20,0,0,0.00,0,0,0.97,0,0,0.97
62,Moulvibazar,3,3,2.31,0,0,7.98,4,6.04,5.24,4,6.04,5.24
63,Sunamganj,0,13,16.00,0,0,0.00,0,20,26.00,0,20,26.00
64,Sylhet,17,37.80,24.10,0,0,0.00,0,4.11,3.56,0,4.11,3.56
8,Sylhet Division,20,53.80,43.61,0,0,0.00,9,30.15,35.77,9,30.15,35.77
,BANGLADESH,1388,1533.50,1525.03,80,69.21,33.45,5503,5401.32,5115.68,5583,"5470.5
3","5149.1
3"
