District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
31,Bagerhat,158,19.66,21.25,0,0,0.00,129,115,119.90,129,115,119.90
32,Chuadanga,12,6.50,6.41,0,0,0.00,12,12.16,12.19,12,12.16,12.19
33,Jashore,26,3.75,3.97,0,0,0.00,50,50,51.08,50,50,51.08
34,Jhenaidah,17,5.05,6.55,0,0,0.00,25,15.50,16.21,25,15.50,16.21
35,Khulna,40,16.64,16.88,0,0,0.00,23,42,43.43,23,42,43.43
36,Kushtia,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
37,Magura,0,2.48,3.42,0,0,0.00,0,12.89,11.81,0,12.89,11.81
38,Meherpur,2,1.59,1.18,0,0,0.00,1,0.79,0.58,1,0.79,0.58
39,Narail,0,0,5.35,0,0,0.00,0,0,0.11,0,0,0.11
40,Satkhira,41,44.49,44.41,0,0,0.00,26,39.07,38.35,26,39.07,38.35
4,Khulna Division,295,100.16,109.42,0,0,0.00,266,287.41,293.66,266,287.41,293.66
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
41,Jamalpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
42,Mymensingh,27,15,13.00,0,0,0.00,18,18,15.00,18,18,15.00
43,Netrokona,10,4,6.00,0,0,0.00,2,14,14.00,2,14,14.00
44,Sherpur,15,6.68,1.30,0,0,0.00,23,5,2.00,23,5,2.00
5,"Mymensingh
Division",51,25.68,20.30,0,0,0.00,43,37,31.00,43,37,31.00
45,Bogura,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
46,Joypurhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
47,Naogaon,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
48,Natore,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
49,Chapai Nawabganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
50,Pabna,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
51,Rajshahi,0,4.83,5.00,0,0,0.00,0,8.81,10.00,0,8.81,10.00
52,Sirajganj,0,1,14.00,0,0,0.00,0,2,2.37,0,2,2.37
6,Rajshahi Division,0,5.83,19.00,0,0,0.00,0,10.81,12.37,0,10.81,12.37
53,Dinajpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
54,Gaibandha,4,0.92,0.95,0,0,0.00,1,1.25,2.26,1,1.25,2.26
55,Kurigram,22,7.82,9.25,0,0,0.00,18,28.40,29.69,18,28.40,29.69
56,Lalmonirhat,17,5.62,5.79,0,0,0.00,9,9.78,11.02,9,9.78,11.02
57,Nilphamari,20,2.73,5.15,0,22.29,0.00,11,35.71,18.49,11,58,18.49
58,Panchagar,37,39,49.10,21,21.85,22.40,36,36.50,36.32,57,58.35,58.72
59,Rangpur,5,0.67,2.02,0,0,0.00,3,3.73,5.00,3,3.73,5.00
60,Thakurgaon,8,0.88,1.64,0,0,0.00,6,6.92,7.00,6,6.92,7.00
7,Rangpur Divison,113,57.64,73.90,21,44.14,22.40,84,122.29,109.78,105,166.43,132.18
61,Habiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,6,2.23,2.25,0,0,0.00,13,11.50,13.39,13,11.50,13.39
63,Sunamganj,0,0,4.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,13,1.84,7.31,0,0,0.00,5,6.34,21.12,5,6.34,21.12
8,Sylhet Division,19,4.07,13.56,0,0,0.00,18,17.84,34.51,18,17.84,34.51
BANGLADESH,,3355,1627.17,1638.84,232,157.38,135.53,2528,2663.04,2473.83,2760,2820.42,2609.36
