District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
34,Jhenaidah,101,105,118.86,0,0,0.00,589,667,663.73,589,667,663.73
35,Khulna,107,87,110.79,0,0,0.00,237,829,687.31,237,829,687.31
36,Kushtia,261,263,281.00,0,0,0.00,3423,3411,3447.00,3423,3411,"3447.0
0"
37,Magura,250,87,91.53,0,0,0.00,827,829,858.85,827,829,858.85
38,Meherpur,36,42,43.91,0,0,0.00,386,343,323.84,386,343,323.84
39,Narail,104,106,112.58,0,0,0.00,555,559,559.20,555,559,559.20
40,Satkhira,299,366,365.35,98,0,0.00,370,496,517.96,468,496,517.96
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
4,Khulna Division,7995,1323,1394.45,189,1,1.30,7711,8552,8511.35,7900,8553,"8512.6
5"
41,Jamalpur,402,386,394.00,0,0,0.00,538,597,752.00,538,597,752.00
42,Mymensingh,838,838,836.00,0,0,0.00,1074,1060,1276.00,1074,1060,"1276.0
0"
43,Netrokona,58,62,110.00,0,0,0.00,223,194,398.00,223,194,398.00
44,Sherpur,192,194,193.00,0,0,0.00,387,274,287.00,387,274,287.00
5,"Mymensingh
Division",1490,1480,1533.00,0,0,0.00,2222,2125,2713.00,2222,2125,"2713.0
0"
45,Bogura,617,619,623.00,0,0,0.00,2099,1977,2151.00,2099,1977,"2151.0
0"
46,Joypurhat,54,64,98.00,0,0,0.00,528,500,480.00,528,500,480.00
47,Naogaon,507,169,175.00,0,0,0.00,2144,2074,1993.00,2144,2074,"1993.0
0"
48,Natore,165,173,181.00,0,0,0.00,920,1008,1145.00,920,1008,"1145.0
0"
49,Chapai Nawabganj,123,126,128.00,0,0,0.00,653,645,705.00,653,645,705.00
50,Pabna,150,194,110.00,122,0,0.00,552,1022,1059.00,674,1022,"1059.0
0"
51,Rajshahi,478,473,478.00,0,0,0.00,2562,2468,2454.00,2562,2468,"2454.0
0"
52,Sirajganj,15,16,18.00,0,0,0.00,144,184,191.00,144,184,191.00
6,Rajshahi Division,2109,1834,1811.00,122,0,0.00,9602,9878,"10178.0
0",9724,9878,"10178.
00"
53,Dinajpur,135,123,132.00,0,0,0.00,712,711,749.00,712,711,749.00
54,Gaibandha,161,202,153.89,0,0,0.00,898,831,794.95,898,831,794.95
55,Kurigram,40,35,40.57,0,0,0.00,415,366,436.51,415,366,436.51
56,Lalmonirhat,56,80,76.96,0,0,0.00,292,304,287.28,292,304,287.28
57,Nilphamari,56,74,75.12,0,0,0.00,425,450,474.98,425,450,474.98
58,Panchagar,59,57,58.62,0,0,0.00,450,410,466.00,450,410,466.00
59,Rangpur,44,47,47.00,0,0,0.00,812,812,830.23,812,812,830.23
60,Thakurgaon,21,17,21.65,0,0,0.00,216,175,221.11,216,175,221.11
7,Rangpur Divison,572,635,605.81,0,0,0.00,4220,4059,4260.06,4220,4059,"4260.0
6"
61,Habiganj,1,25,27.63,0,0,0.00,48,64,54.53,48,64,54.53
62,Moulvibazar,4,7,3.97,0,0,0.00,28,27,23.17,28,27,23.17
63,Sunamganj,7,82,83.00,0,0,0.00,114,10,135.00,114,132,135.00
64,Sylhet,10,226,225.49,0,0,0.00,33,21,19.86,33,21,19.86
8,Sylhet Division,22,340,340.09,0,0,0.00,223,122,232.56,223,244,232.56
BANGLADESH,,14661,7613,7444.20,418,15,15.62,27655,28447,"29864.5
7",28073,28584,"29880.
19"
